CompoundName	TargetGene	PubchemCID	InKey	ClinicalPhase	MOA	DiseaseArea	Indication
MK-2461	MET	44137946	JGEBLDKNWBUGRZ-HXUWFJFHSA-N	Phase 1/Phase 2	FGFR inhibitor|VEGFR inhibitor	NA	NA
MK-2461	MST1R	44137946	JGEBLDKNWBUGRZ-HXUWFJFHSA-N	Phase 1/Phase 2	FGFR inhibitor|VEGFR inhibitor	NA	NA
MK-2461	NTRK1	44137946	JGEBLDKNWBUGRZ-HXUWFJFHSA-N	Phase 1/Phase 2	FGFR inhibitor|VEGFR inhibitor	NA	NA
MK-2461	NTRK2	44137946	JGEBLDKNWBUGRZ-HXUWFJFHSA-N	Phase 1/Phase 2	FGFR inhibitor|VEGFR inhibitor	NA	NA
MK-2461	PDGFRB	44137946	JGEBLDKNWBUGRZ-HXUWFJFHSA-N	Phase 1/Phase 2	FGFR inhibitor|VEGFR inhibitor	NA	NA
MK-2894	PTGER4	24952929	QJZQFVRFJCGDKF-UHFFFAOYSA-N	Preclinical	prostaglandin inhibitor	NA	NA
MK-3207	CALCA	25019940	AZAANWYREOQRFB-SETSBSEESA-N	Phase 2	calcitonin antagonist	NA	NA
MK-3697	HCRTR2	46190695	VSOUDUXMPUHJEU-UHFFFAOYSA-N	Phase 2	orexin receptor antagonist	NA	NA
MK-5046	BRS3	49871766	UJINBEQCDMOAHM-SFHVURJKSA-N	Preclinical	bombesin receptor agonist	NA	NA
MK-5046	GRPR	49871766	UJINBEQCDMOAHM-SFHVURJKSA-N	Preclinical	bombesin receptor agonist	NA	NA
MK-5046	NMBR	49871766	UJINBEQCDMOAHM-SFHVURJKSA-N	Preclinical	bombesin receptor agonist	NA	NA
MK-5108	AURKA	NA	LCVIRAZGMYMNNT-VVONHTQRSA-N	Phase 1	Aurora kinase inhibitor	NA	NA
MK-5108	AURKB	NA	LCVIRAZGMYMNNT-VVONHTQRSA-N	Phase 1	Aurora kinase inhibitor	NA	NA
MK-5108	AURKC	NA	LCVIRAZGMYMNNT-VVONHTQRSA-N	Phase 1	Aurora kinase inhibitor	NA	NA
MK-571	ABCC2	14325224	AXUZQJFHDNNPFG-JORPFSLRSA-N	Phase 2	leukotriene receptor antagonist	NA	NA
MK-571	CYSLTR1	14325224	AXUZQJFHDNNPFG-JORPFSLRSA-N	Phase 2	leukotriene receptor antagonist	NA	NA
MK-6096	HCRTR1	25128145	NPFDWHQSDBWQLH-QZTJIDSGSA-N	Phase 2	orexin receptor antagonist	NA	NA
MK-6096	HCRTR2	25128145	NPFDWHQSDBWQLH-QZTJIDSGSA-N	Phase 2	orexin receptor antagonist	NA	NA
MK-8033	MET	45142457	VMJFTOSOFDEKTM-UHFFFAOYSA-N	Phase 1	c-Met inhibitor	NA	NA
MK-8245	SCD	24988881	UJEAABFSXKCSGI-UHFFFAOYSA-N	Phase 2	stearoyl-CoA desaturase inhibitor	NA	NA
MK-8745	AURKA	11676373	YCRFPWKUUNKNDN-UHFFFAOYSA-N	Preclinical	Aurora kinase inhibitor	NA	NA
MK2-IN-1	MAPKAPK2	53475321	LIPNXDIBECKOMJ-UHFFFAOYSA-N	Preclinical	MAP kinase inhibitor	NA	NA
MLN0128	MTOR	45375953	GYLDXIAOMVERTK-UHFFFAOYSA-N	Phase 2	mTOR inhibitor	NA	NA
MLN0128	PIK3CA	45375953	GYLDXIAOMVERTK-UHFFFAOYSA-N	Phase 2	mTOR inhibitor	NA	NA
MLN0128	PIK3CD	45375953	GYLDXIAOMVERTK-UHFFFAOYSA-N	Phase 2	mTOR inhibitor	NA	NA
MLN0128	PIK3CG	45375953	GYLDXIAOMVERTK-UHFFFAOYSA-N	Phase 2	mTOR inhibitor	NA	NA
MLN1117	PIK3CA	70798655	BLGWHBSBBJNKJO-UHFFFAOYSA-N	Phase 2	PI3K inhibitor	NA	NA
MLN8054	AURKA	11712649	HHFBDROWDBDFBR-UHFFFAOYSA-N	Phase 1	Aurora kinase inhibitor	NA	NA
ML10302	HTR3A	5311299	RVFIAQAAZUEPPE-UHFFFAOYSA-N	Preclinical	serotonin receptor partial agonist	NA	NA
ML10302	HTR3B	5311299	RVFIAQAAZUEPPE-UHFFFAOYSA-N	Preclinical	serotonin receptor partial agonist	NA	NA
ML10302	HTR4	5311299	RVFIAQAAZUEPPE-UHFFFAOYSA-N	Preclinical	serotonin receptor partial agonist	NA	NA
ML141	CDC42	7454812	QBNZBMVRFYREHK-JOCHJYFZSA-N	Preclinical	GTPase inhibitor	NA	NA
ML167	CLK4	44968231	ROCFOIBAEVAOLQ-UHFFFAOYSA-N	Preclinical	CLK inhibitor|DYRK inhibitor	NA	NA
ML167	DYRK1B	44968231	ROCFOIBAEVAOLQ-UHFFFAOYSA-N	Preclinical	CLK inhibitor|DYRK inhibitor	NA	NA
ML179	NR5A2	45100448	MFABFKUNLDYKGH-UHFFFAOYSA-N	Preclinical	liver receptor homolog inverse agonist	NA	NA
ML193	GPR55	1261822	HTSLEZOTMYUPLU-UHFFFAOYSA-N	Preclinical	G protein-coupled receptor antagonist	NA	NA
ML204	TRPC4	230710	USYRQXDHKXGTCK-UHFFFAOYSA-N	Preclinical	transient receptor potential channel antagonist	NA	NA
ML204	TRPC5	230710	USYRQXDHKXGTCK-UHFFFAOYSA-N	Preclinical	transient receptor potential channel antagonist	NA	NA
ML213	KCNQ4	1219187	SIQGKPGBLYKQBB-RRFJBIMHSA-N	Preclinical	potassium channel activator	NA	NA
ML218	CACNA1G	NA	GSJIGYLGKSBYBC-OSYLJGHBSA-N	Preclinical	T-type calcium channel blocker	NA	NA
ML218	CACNA1H	NA	GSJIGYLGKSBYBC-OSYLJGHBSA-N	Preclinical	T-type calcium channel blocker	NA	NA
ML218	CACNA1I	NA	GSJIGYLGKSBYBC-OSYLJGHBSA-N	Preclinical	T-type calcium channel blocker	NA	NA
ML228	HIF1A	46742353	"InChI=1S/C27H21N5/c1-3-9-21(10-4-1)22-16-14-20(15-17-22)19-29-27-25(23-11-5-2-6-12-23)31-32-26(30-27)24-13-7-8-18-28-24/h1-18H,19H2,(H,29,30,32)"	Preclinical	hypoxia inducible factor activator	NA	NA
ML277	KCNQ1	53347902	OXQNLLVUVDAEHC-OAQYLSRUSA-N	Preclinical	potassium channel activator	NA	NA
ML281	STK33	53377448	HWOYIOLMBQSTQS-UHFFFAOYSA-N	Preclinical	serine/threonine kinase inhibitor	NA	NA
ML297	KCNJ3	56642816	"InChI=1S/C17H14F2N4O/c1-11-9-16(23(22-11)13-5-3-2-4-6-13)21-17(24)20-12-7-8-14(18)15(19)10-12/h2-10H,1H3,(H2,20,21,24)"	Preclinical	inward rectifier potassium channel activator	NA	NA
ML298	PLD2	53393916	XAPVAKKLQGLNOY-UHFFFAOYSA-N	Preclinical	phospholipase inhibitor	NA	NA
ML314	NTSR1	53245590	SWEOAXMICIJCQC-UHFFFAOYSA-N	Preclinical	neurotensin agonist	NA	NA
ML323	USP1	60167849	VUIRVWPJNKZOSS-UHFFFAOYSA-N	Preclinical	ubiquitin specific protease inhibitor	NA	NA
ML324	KDM4A	44143209	QDBVSOZTVKXUES-UHFFFAOYSA-N	Preclinical	histone lysine demethylase inhibitor	NA	NA
ML3403	CYP3A4	10938334	VXPWQNBKEIVYIS-HNNXBMFYSA-N	Preclinical	MAP kinase inhibitor	NA	NA
ML3403	MAPK11	10938334	VXPWQNBKEIVYIS-HNNXBMFYSA-N	Preclinical	MAP kinase inhibitor	NA	NA
ML3403	MAPK12	10938334	VXPWQNBKEIVYIS-HNNXBMFYSA-N	Preclinical	MAP kinase inhibitor	NA	NA
ML3403	MAPK14	10938334	VXPWQNBKEIVYIS-HNNXBMFYSA-N	Preclinical	MAP kinase inhibitor	NA	NA
ML347	ACVR1	44577753	FVRYPYDPKSZGNS-UHFFFAOYSA-N	Preclinical	ALK tyrosine kinase receptor inhibitor	NA	NA
ML347	ACVRL1	44577753	FVRYPYDPKSZGNS-UHFFFAOYSA-N	Preclinical	ALK tyrosine kinase receptor inhibitor	NA	NA
ML347	BMPR1A	44577753	FVRYPYDPKSZGNS-UHFFFAOYSA-N	Preclinical	ALK tyrosine kinase receptor inhibitor	NA	NA
ML348	LYPLA1	3238952	OXKNHBBDOIMFFQ-UHFFFAOYSA-N	Preclinical	lysophospholipase inhibitor	NA	NA
ML365	KCNK3	46785920	UTAJHKSGYJSZBR-UHFFFAOYSA-N	Preclinical	potassium channel blocker	NA	NA
ML365	KCNK9	46785920	UTAJHKSGYJSZBR-UHFFFAOYSA-N	Preclinical	potassium channel blocker	NA	NA
ML786	BRAF	50992247	GXEGTVQATHKFDH-OAQYLSRUSA-N	Preclinical	RAF inhibitor	NA	NA
ML786	RAF1	50992247	GXEGTVQATHKFDH-OAQYLSRUSA-N	Preclinical	RAF inhibitor	NA	NA
ML9	TRPC6	4217	OZSMSRIUUDGTEP-UHFFFAOYSA-N	Preclinical	myosin light chain kinase inhibitor	NA	NA
MM-11253	RARG	10389639	DPVGXUNWCVEIGT-UHFFFAOYSA-N	Preclinical	retinoid receptor antagonist	NA	NA
MM77	HTR1A	3994476	MQHOGPLXAXSQAJ-UHFFFAOYSA-N	Preclinical	serotonin receptor antagonist	NA	NA
MN-64	TNKS	2802462	PYTOHIUBXSJKQH-UHFFFAOYSA-N	Preclinical	tankyrase inhibitor	NA	NA
mocetinostat	HDAC1	9865515	HRNLUBSXIHFDHP-UHFFFAOYSA-N	Phase 2	HDAC inhibitor	NA	NA
mocetinostat	HDAC11	9865515	HRNLUBSXIHFDHP-UHFFFAOYSA-N	Phase 2	HDAC inhibitor	NA	NA
mocetinostat	HDAC2	9865515	HRNLUBSXIHFDHP-UHFFFAOYSA-N	Phase 2	HDAC inhibitor	NA	NA
mocetinostat	HDAC3	9865515	HRNLUBSXIHFDHP-UHFFFAOYSA-N	Phase 2	HDAC inhibitor	NA	NA
moclobemide	MAOA	4235	YHXISWVBGDMDLQ-UHFFFAOYSA-N	Launched	monoamine oxidase inhibitor	neurology/psychiatry	depression|anxiety
moclobemide	MAOB	4235	YHXISWVBGDMDLQ-UHFFFAOYSA-N	Launched	monoamine oxidase inhibitor	neurology/psychiatry	depression|anxiety
moexipril	ACE	91270	UWWDHYUMIORJTA-HSQYWUDLSA-N	Launched	angiotensin converting enzyme inhibitor	cardiology	hypertension
moexipril	ACE2	91270	UWWDHYUMIORJTA-HSQYWUDLSA-N	Launched	angiotensin converting enzyme inhibitor	cardiology	hypertension
mofegiline	MAOA	6437850	VXLBSYHAEKDUSU-JXMROGBWSA-N	Phase 1	monoamine oxidase inhibitor	NA	NA
mofegiline	MAOB	6437850	VXLBSYHAEKDUSU-JXMROGBWSA-N	Phase 1	monoamine oxidase inhibitor	NA	NA
mofezolac	PTGS1	4237	DJEIHHYCDCTAAH-UHFFFAOYSA-N	Launched	cyclooxygenase inhibitor	rheumatology|orthopedics	rheumatoid arthritis|osteoporosis
molidustat	EGLN2	59603622	IJMBOKOTALXLKS-UHFFFAOYSA-N	Phase 3	hypoxia inducible factor inhibitor	NA	NA
molindone	DRD2	6604347	KLPWJLBORRMFGK-LBPRGKRZSA-N	Launched	dopamine receptor antagonist	neurology/psychiatry	schizophrenia
molindone	HRH1	6604347	KLPWJLBORRMFGK-LBPRGKRZSA-N	Launched	dopamine receptor antagonist	neurology/psychiatry	schizophrenia
molindone	HTR2A	6604347	KLPWJLBORRMFGK-LBPRGKRZSA-N	Launched	dopamine receptor antagonist	neurology/psychiatry	schizophrenia
molsidomine	GUCY1A3	4239	XLFWDASMENKTKL-UHFFFAOYSA-O	Launched	guanylate cyclase stimulant	cardiology	coronary artery disease (CAD)
mometasone	NR3C1	441335	QLIIKPVHVRXHRI-CXSFZGCWSA-N	Launched	glucocorticoid receptor agonist	dermatology	corticosteroid-responsive dermatoses
mometasone-furoate	NR3C1	441336	WOFMFGQZHJDGCX-ZULDAHANSA-N	Launched	glucocorticoid receptor agonist	dermatology	corticosteroid-responsive dermatoses
monastrol	KIF11	794325	LOBCDGHHHHGHFA-GFCCVEGCSA-N	Preclinical	kinesin inhibitor	NA	NA
monobenzone	TYR	7638	VYQNWZOUAUKGHI-UHFFFAOYSA-N	Launched	melanin inhibitor	dermatology	skin depigmentation
montelukast	ALOX5	5281040	UCHDWCPVSPXUMX-TZIWLTJVSA-N	Launched	leukotriene receptor antagonist	pulmonary|allergy	asthma|allergic rhinitis|exercise-induced bronchoconstriction (EIB)
montelukast	CYSLTR1	5281040	UCHDWCPVSPXUMX-TZIWLTJVSA-N	Launched	leukotriene receptor antagonist	pulmonary|allergy	asthma|allergic rhinitis|exercise-induced bronchoconstriction (EIB)
moracizine	SCN5A	34633	FUBVWMNBEHXPSU-UHFFFAOYSA-N	Withdrawn	sodium channel blocker	cardiology	ventricular arrhythmias
morin	ADORA2A	5281670	YXOLAZRVSSWPPT-UHFFFAOYSA-N	Preclinical	cytochrome P450 inhibitor	NA	NA
morin	ESR2	5281670	YXOLAZRVSSWPPT-UHFFFAOYSA-N	Preclinical	cytochrome P450 inhibitor	NA	NA
morin	FASN	5281670	YXOLAZRVSSWPPT-UHFFFAOYSA-N	Preclinical	cytochrome P450 inhibitor	NA	NA
morin	MCL1	5281670	YXOLAZRVSSWPPT-UHFFFAOYSA-N	Preclinical	cytochrome P450 inhibitor	NA	NA
morin	SLC22A12	5281670	YXOLAZRVSSWPPT-UHFFFAOYSA-N	Preclinical	cytochrome P450 inhibitor	NA	NA
morinidazole	CYP51A1	102486242	GAZGHCHCYRSPIV-JTQLQIEISA-N	Launched	other antibiotic	NA	NA
mosapride	HTR4	9979608	YPELFRMCRYSPKZ-INIZCTEOSA-N	Launched	serotonin receptor agonist	gastroenterology	hypertrophic gastritis (GHG)|gastroesophageal reflux disease (GERD)|dyspepsia|irritable bowel syndrome
motesanib	FLT1	11667893	RAHBGWKEPAQNFF-UHFFFAOYSA-N	Phase 3	KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	NA	NA
motesanib	FLT4	11667893	RAHBGWKEPAQNFF-UHFFFAOYSA-N	Phase 3	KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	NA	NA
motesanib	KDR	11667893	RAHBGWKEPAQNFF-UHFFFAOYSA-N	Phase 3	KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	NA	NA
motesanib	KIT	11667893	RAHBGWKEPAQNFF-UHFFFAOYSA-N	Phase 3	KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	NA	NA
motolimod	TLR8	16049404	QSPOQCXMGPDIHI-UHFFFAOYSA-N	Phase 2	toll-like receptor agonist	NA	NA
moxifloxacin	TOP2A	40467042	FABPRXSRWADJSP-MEDUHNTESA-N	Launched	bacterial DNA gyrase inhibitor	otolaryngology|pulmonary|infectious disease	sinusitis|bronchitis|pneumonia|skin infections|intra-abdominal infections
moxonidine	ADRA2A	4810	WPNJAUFVNXKLIM-UHFFFAOYSA-N	Launched	imidazoline receptor agonist	cardiology	hypertension
moxonidine	ADRA2B	4810	WPNJAUFVNXKLIM-UHFFFAOYSA-N	Launched	imidazoline receptor agonist	cardiology	hypertension
moxonidine	ADRA2C	4810	WPNJAUFVNXKLIM-UHFFFAOYSA-N	Launched	imidazoline receptor agonist	cardiology	hypertension
mozavaptan	AVPR1A	11441742	WRNXUQJJCIZICJ-DEOSSOPVSA-N	Launched	vasopressin receptor antagonist	endocrinology	hyponatremia
mozavaptan	AVPR1B	11441742	WRNXUQJJCIZICJ-DEOSSOPVSA-N	Launched	vasopressin receptor antagonist	endocrinology	hyponatremia
mozavaptan	AVPR2	11441742	WRNXUQJJCIZICJ-DEOSSOPVSA-N	Launched	vasopressin receptor antagonist	endocrinology	hyponatremia
MPEP	GRM1	3025961	NEWKHUASLBMWRE-UHFFFAOYSA-N	Preclinical	glutamate receptor antagonist	NA	NA
MPEP	GRM4	3025961	NEWKHUASLBMWRE-UHFFFAOYSA-N	Preclinical	glutamate receptor antagonist	NA	NA
MPEP	GRM5	3025961	NEWKHUASLBMWRE-UHFFFAOYSA-N	Preclinical	glutamate receptor antagonist	NA	NA
MPI-0479605	TTK	46909588	OVJBNYKNHXJGSA-UHFFFAOYSA-N	Preclinical	mitotic kinase inhibitor	NA	NA
Mps-BAY-2a	TTK	57381882	MDYKTGNHXNTATG-UHFFFAOYSA-N	Preclinical	monopolar spindle 1 kinase inhibitor	NA	NA
Mps1-IN-1	TTK	25195352	NMJMRSQTDLRCRQ-UHFFFAOYSA-N	Preclinical	monopolar spindle 1 kinase inhibitor	NA	NA
MR-948	TBXAS1	10443938	LQQIZTXSZOYPPS-UHFFFAOYSA-N	Phase 1	thromboxane synthase inhibitor	NA	NA
MRK-016	GABRA1	6918583	QYSYOGCIDRANAR-UHFFFAOYSA-N	Phase 1	GABA receptor inverse agonist	NA	NA
MRK-016	GABRA2	6918583	QYSYOGCIDRANAR-UHFFFAOYSA-N	Phase 1	GABA receptor inverse agonist	NA	NA
MRK-016	GABRA3	6918583	QYSYOGCIDRANAR-UHFFFAOYSA-N	Phase 1	GABA receptor inverse agonist	NA	NA
MRK-016	GABRA5	6918583	QYSYOGCIDRANAR-UHFFFAOYSA-N	Phase 1	GABA receptor inverse agonist	NA	NA
MRK-560	APP	NA	WDZVWDXOIGQJIO-UJKQEGAGSA-N	Preclinical	gamma secretase inhibitor	NA	NA
MRS-1220	ADORA2B	393595	TWWFAXQOKNBUCR-UHFFFAOYSA-N	Preclinical	adenosine receptor antagonist	NA	NA
MRS-1220	ADORA3	393595	TWWFAXQOKNBUCR-UHFFFAOYSA-N	Preclinical	adenosine receptor antagonist	NA	NA
MRS-1334	ADORA3	6604859	QFLOJAMZLQXHFS-AREMUKBSSA-N	Preclinical	adenosine receptor antagonist	NA	NA
MRS-2578	P2RY6	16078986	QOHNRGHTJPFMSL-UHFFFAOYSA-N	Preclinical	purinergic receptor antagonist	NA	NA
MRS-3777	ADORA1	11771279	OGCQBCHLFMBCCE-UHFFFAOYSA-N	Preclinical	adenosine receptor antagonist	NA	NA
MRS-3777	ADORA2A	11771279	OGCQBCHLFMBCCE-UHFFFAOYSA-N	Preclinical	adenosine receptor antagonist	NA	NA
MRS-3777	ADORA2B	11771279	OGCQBCHLFMBCCE-UHFFFAOYSA-N	Preclinical	adenosine receptor antagonist	NA	NA
MRS-3777	ADORA3	11771279	OGCQBCHLFMBCCE-UHFFFAOYSA-N	Preclinical	adenosine receptor antagonist	NA	NA
MSX-122	CXCR4	11687907	PXZXYRKDDXKDTK-UHFFFAOYSA-N	Phase 2	CC chemokine receptor antagonist	NA	NA
MTPG	GRM2	10752093	OZBFBAYESADVDX-JTQLQIEISA-N	Preclinical	glutamate receptor antagonist	NA	NA
MTPG	GRM3	10752093	OZBFBAYESADVDX-JTQLQIEISA-N	Preclinical	glutamate receptor antagonist	NA	NA
mubritinib	EGFR	6444692	ZTFBIUXIQYRUNT-MDWZMJQESA-N	Phase 1	protein tyrosine kinase inhibitor	NA	NA
mubritinib	ERBB2	6444692	ZTFBIUXIQYRUNT-MDWZMJQESA-N	Phase 1	protein tyrosine kinase inhibitor	NA	NA
muscimol	GABRA1	4266	ZJQHPWUVQPJPQT-UHFFFAOYSA-N	Phase 1	benzodiazepine receptor agonist	NA	NA
muscimol	GABRA2	4266	ZJQHPWUVQPJPQT-UHFFFAOYSA-N	Phase 1	benzodiazepine receptor agonist	NA	NA
muscimol	GABRA3	4266	ZJQHPWUVQPJPQT-UHFFFAOYSA-N	Phase 1	benzodiazepine receptor agonist	NA	NA
muscimol	GABRA4	4266	ZJQHPWUVQPJPQT-UHFFFAOYSA-N	Phase 1	benzodiazepine receptor agonist	NA	NA
muscimol	GABRA5	4266	ZJQHPWUVQPJPQT-UHFFFAOYSA-N	Phase 1	benzodiazepine receptor agonist	NA	NA
muscimol	GABRA6	4266	ZJQHPWUVQPJPQT-UHFFFAOYSA-N	Phase 1	benzodiazepine receptor agonist	NA	NA
muscimol	GABRR1	4266	ZJQHPWUVQPJPQT-UHFFFAOYSA-N	Phase 1	benzodiazepine receptor agonist	NA	NA
muscimol	GABRR2	4266	ZJQHPWUVQPJPQT-UHFFFAOYSA-N	Phase 1	benzodiazepine receptor agonist	NA	NA
muscimol	GABRR3	4266	ZJQHPWUVQPJPQT-UHFFFAOYSA-N	Phase 1	benzodiazepine receptor agonist	NA	NA
MY-5445	PDE5A	1348	CEHQLKSLMFIHBF-UHFFFAOYSA-N	Preclinical	phosphodiesterase inhibitor|platelet aggregation inhibitor	NA	NA
mycophenolate-mofetil	IMPDH1	5281078	RTGDFNSFWBGLEC-SYZQJQIISA-N	Launched	dehydrogenase inhibitor|inositol monophosphatase inhibitor	transplant	organ rejection
mycophenolate-mofetil	IMPDH2	5281078	RTGDFNSFWBGLEC-SYZQJQIISA-N	Launched	dehydrogenase inhibitor|inositol monophosphatase inhibitor	transplant	organ rejection
mycophenolic-acid	IMPDH1	446541	HPNSFSBZBAHARI-RUDMXATFSA-N	Launched	dehydrogenase inhibitor|inositol monophosphatase inhibitor	transplant	organ rejection
mycophenolic-acid	IMPDH2	446541	HPNSFSBZBAHARI-RUDMXATFSA-N	Launched	dehydrogenase inhibitor|inositol monophosphatase inhibitor	transplant	organ rejection
myricetin	PIK3CG	5281672	IKMDFBPHZNJCSN-UHFFFAOYSA-N	Preclinical	androgen receptor agonist|cytochrome P450 inhibitor	NA	NA
myricitrin	NOS1	5281673	DCYOADKBABEMIQ-OWMUPTOHSA-N	Preclinical	PKC inhibitor	NA	NA
myricitrin	PRKCA	5281673	DCYOADKBABEMIQ-OWMUPTOHSA-N	Preclinical	PKC inhibitor	NA	NA
M8-B	TRPM8	11675630	UOGGWHBYFVBUIY-UHFFFAOYSA-N	Preclinical	transient receptor potential channel antagonist	NA	NA
N-acetyl-D-glucosamine	B4GALT1	1738118	MBLBDJOUHNCFQT-LXGUWJNJSA-N	Phase 2/Phase 3		NA	NA
N-acetyl-D-glucosamine	B4GALT2	1738118	MBLBDJOUHNCFQT-LXGUWJNJSA-N	Phase 2/Phase 3		NA	NA
N-acetyl-D-glucosamine	B4GALT3	1738118	MBLBDJOUHNCFQT-LXGUWJNJSA-N	Phase 2/Phase 3		NA	NA
N-acetyl-D-glucosamine	B4GALT4	1738118	MBLBDJOUHNCFQT-LXGUWJNJSA-N	Phase 2/Phase 3		NA	NA
N-acetyl-D-glucosamine	NAGK	1738118	MBLBDJOUHNCFQT-LXGUWJNJSA-N	Phase 2/Phase 3		NA	NA
N-acetyl-D-glucosamine	NAGLU	1738118	MBLBDJOUHNCFQT-LXGUWJNJSA-N	Phase 2/Phase 3		NA	NA
N-acetyl-D-glucosamine	NAGPA	1738118	MBLBDJOUHNCFQT-LXGUWJNJSA-N	Phase 2/Phase 3		NA	NA
N-acetyl-D-glucosamine	RENBP	1738118	MBLBDJOUHNCFQT-LXGUWJNJSA-N	Phase 2/Phase 3		NA	NA
N-alpha-methylhistamine-dihydrochloride	HRH4	912	PHSPJQZRQAJPPF-UHFFFAOYSA-N	Phase 3	histamine receptor agonist	NA	NA
NAB-2	NEDD4	82017756	CZSLEMCYYGEGKP-UHFFFAOYSA-N	Preclinical	ubiquitin ligase transport promoter	NA	NA
nabumetone	PTGS1	4409	BLXXJMDCKKHMKV-UHFFFAOYSA-N	Launched	cyclooxygenase inhibitor	rheumatology	rheumatoid arthritis|osteoarthritis
nabumetone	PTGS2	4409	BLXXJMDCKKHMKV-UHFFFAOYSA-N	Launched	cyclooxygenase inhibitor	rheumatology	rheumatoid arthritis|osteoarthritis
nadide	AHCY	5893	BAWFJGJZGIEFAR-NNYOXOHSSA-O	Launched	free radical scavenger	NA	NA
nadide	AKR1A1	5893	BAWFJGJZGIEFAR-NNYOXOHSSA-O	Launched	free radical scavenger	NA	NA
nadide	ALDH2	5893	BAWFJGJZGIEFAR-NNYOXOHSSA-O	Launched	free radical scavenger	NA	NA
nadide	BLVRA	5893	BAWFJGJZGIEFAR-NNYOXOHSSA-O	Launched	free radical scavenger	NA	NA
nadide	DHPS	5893	BAWFJGJZGIEFAR-NNYOXOHSSA-O	Launched	free radical scavenger	NA	NA
nadide	DLD	5893	BAWFJGJZGIEFAR-NNYOXOHSSA-O	Launched	free radical scavenger	NA	NA
nadide	GALE	5893	BAWFJGJZGIEFAR-NNYOXOHSSA-O	Launched	free radical scavenger	NA	NA
nadide	HMGCR	5893	BAWFJGJZGIEFAR-NNYOXOHSSA-O	Launched	free radical scavenger	NA	NA
nadide	HSD17B1	5893	BAWFJGJZGIEFAR-NNYOXOHSSA-O	Launched	free radical scavenger	NA	NA
nadide	HSD17B4	5893	BAWFJGJZGIEFAR-NNYOXOHSSA-O	Launched	free radical scavenger	NA	NA
nadide	IMPDH2	5893	BAWFJGJZGIEFAR-NNYOXOHSSA-O	Launched	free radical scavenger	NA	NA
nadide	MGAM	5893	BAWFJGJZGIEFAR-NNYOXOHSSA-O	Launched	free radical scavenger	NA	NA
nadide	P2RY11	5893	BAWFJGJZGIEFAR-NNYOXOHSSA-O	Launched	free radical scavenger	NA	NA
nadide	SORD	5893	BAWFJGJZGIEFAR-NNYOXOHSSA-O	Launched	free radical scavenger	NA	NA
nadide	TRPM2	5893	BAWFJGJZGIEFAR-NNYOXOHSSA-O	Launched	free radical scavenger	NA	NA
nadolol	ADRB1	7048578	VWPOSFSPZNDTMJ-YUELXQCFSA-N	Launched	adrenergic receptor antagonist	cardiology	angina pectoris|hypertension
nadolol	ADRB2	7048578	VWPOSFSPZNDTMJ-YUELXQCFSA-N	Launched	adrenergic receptor antagonist	cardiology	angina pectoris|hypertension
nadolol	ADRB3	7048578	VWPOSFSPZNDTMJ-YUELXQCFSA-N	Launched	adrenergic receptor antagonist	cardiology	angina pectoris|hypertension
NADPH	DRD2	71312102	PTKRUDMLGIIORX-ITGWJZMWSA-N	Preclinical		NA	NA
NADPH	DRD3	71312102	PTKRUDMLGIIORX-ITGWJZMWSA-N	Preclinical		NA	NA
NADPH	DRD4	71312102	PTKRUDMLGIIORX-ITGWJZMWSA-N	Preclinical		NA	NA
NADPH	GHSR	71312102	PTKRUDMLGIIORX-ITGWJZMWSA-N	Preclinical		NA	NA
NADPH	HTR2A	71312102	PTKRUDMLGIIORX-ITGWJZMWSA-N	Preclinical		NA	NA
NADPH	HTR2C	71312102	PTKRUDMLGIIORX-ITGWJZMWSA-N	Preclinical		NA	NA
nafadotride	DRD2	6604854	IDZASIQMRGPBCQ-QGZVFWFLSA-N	Preclinical	dopamine receptor antagonist	NA	NA
nafadotride	DRD3	6604854	IDZASIQMRGPBCQ-QGZVFWFLSA-N	Preclinical	dopamine receptor antagonist	NA	NA
nafadotride	HTR1A	6604854	IDZASIQMRGPBCQ-QGZVFWFLSA-N	Preclinical	dopamine receptor antagonist	NA	NA
nafamostat	ASIC1	4413	MQQNFDZXWVTQEH-UHFFFAOYSA-N	Launched	serine protease inhibitor	cardiology	anticoagulent
nafamostat	ASIC2	4413	MQQNFDZXWVTQEH-UHFFFAOYSA-N	Launched	serine protease inhibitor	cardiology	anticoagulent
nafamostat	ASIC3	4413	MQQNFDZXWVTQEH-UHFFFAOYSA-N	Launched	serine protease inhibitor	cardiology	anticoagulent
nafamostat	C1R	4413	MQQNFDZXWVTQEH-UHFFFAOYSA-N	Launched	serine protease inhibitor	cardiology	anticoagulent
nafamostat	PRSS1	4413	MQQNFDZXWVTQEH-UHFFFAOYSA-N	Launched	serine protease inhibitor	cardiology	anticoagulent
nafamostat	TPSAB1	4413	MQQNFDZXWVTQEH-UHFFFAOYSA-N	Launched	serine protease inhibitor	cardiology	anticoagulent
nafamostat	TRPM7	4413	MQQNFDZXWVTQEH-UHFFFAOYSA-N	Launched	serine protease inhibitor	cardiology	anticoagulent
