"","cluster","target_gene","approved_name","TruePos","FalsePos","FalseNeg","TrueNeg","TotalCmpdsTested","OddsRatio","p_val","significant"
"3359",89,"HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",1,9,19,1800,1829,10.5263157894737,0.104367041215303,FALSE
"3360",89,"HPN","hepsin",1,4,19,1805,1829,23.75,0.0535492677701632,FALSE
"3361",89,"ITPR1","inositol 1,4,5-trisphosphate receptor type 1",1,1,19,1808,1829,95.1578947368421,0.0217562178995587,FALSE
"3362",89,"ITPR2","inositol 1,4,5-trisphosphate receptor type 2",1,1,19,1808,1829,95.1578947368421,0.0217562178995587,FALSE
"3363",89,"ITPR3","inositol 1,4,5-trisphosphate receptor type 3",1,1,19,1808,1829,95.1578947368421,0.0217562178995587,FALSE
"3364",89,"LGSN","lengsin, lens protein with glutamine synthetase domain",1,1,19,1808,1829,95.1578947368421,0.0217562178995587,FALSE
"3365",89,"MGAM","maltase-glucoamylase",1,3,19,1806,1829,31.6842105263158,0.0430622790473948,FALSE
"3366",89,"MTAP","methylthioadenosine phosphorylase",1,0,19,1809,1829,Inf,0.0109349371241114,FALSE
"3367",89,"NADSYN1","NAD synthetase 1",1,1,19,1808,1829,95.1578947368421,0.0217562178995587,FALSE
"3368",89,"NAGS","N-acetylglutamate synthase",1,1,19,1808,1829,95.1578947368421,0.0217562178995587,FALSE
"3369",89,"OPLAH","5-oxoprolinase, ATP-hydrolysing",1,1,19,1808,1829,95.1578947368421,0.0217562178995587,FALSE
"3370",89,"PARP1","poly(ADP-ribose) polymerase 1",1,2,19,1807,1829,47.5526315789474,0.0324649620933239,FALSE
"3371",89,"PDE10A","phosphodiesterase 10A",1,5,19,1804,1829,18.9894736842105,0.0639270170270694,FALSE
"3372",89,"PDE11A","phosphodiesterase 11A",1,4,19,1805,1829,23.75,0.0535492677701632,FALSE
"3373",89,"PDE1A","phosphodiesterase 1A",1,7,19,1802,1829,13.5488721804511,0.0843591015289599,FALSE
"3374",89,"PDE1B","phosphodiesterase 1B",1,3,19,1806,1829,31.6842105263158,0.0430622790473948,FALSE
"3375",89,"PDE1C","phosphodiesterase 1C",1,4,19,1805,1829,23.75,0.0535492677701632,FALSE
"3376",89,"PDE2A","phosphodiesterase 2A",1,3,19,1806,1829,31.6842105263158,0.0430622790473948,FALSE
"3377",89,"PDE3A","phosphodiesterase 3A",1,9,19,1800,1829,10.5263157894737,0.104367041215303,FALSE
"3378",89,"PDE3B","phosphodiesterase 3B",1,7,19,1802,1829,13.5488721804511,0.0843591015289599,FALSE
"3379",89,"PDE4A","phosphodiesterase 4A",2,10,18,1799,1829,19.9888888888889,0.00702381655445496,TRUE
"3380",89,"PDE4B","phosphodiesterase 4B",2,12,18,1797,1829,16.6388888888889,0.00955812288078717,FALSE
"3381",89,"PDE4C","phosphodiesterase 4C",2,8,18,1801,1829,25.0138888888889,0.00485226801700384,TRUE
"3382",89,"PDE4D","phosphodiesterase 4D",2,10,18,1799,1829,19.9888888888889,0.00702381655445496,TRUE
"3383",89,"PDE5A","phosphodiesterase 5A",1,16,19,1793,1829,5.89802631578947,0.171173854129109,FALSE
"3384",89,"PDE6A","phosphodiesterase 6A",1,3,19,1806,1829,31.6842105263158,0.0430622790473948,FALSE
"3385",89,"PDE6B","phosphodiesterase 6B",1,3,19,1806,1829,31.6842105263158,0.0430622790473948,FALSE
"3386",89,"PDE6C","phosphodiesterase 6C",1,5,19,1804,1829,18.9894736842105,0.0639270170270694,FALSE
"3387",89,"PDE7A","phosphodiesterase 7A",1,4,19,1805,1829,23.75,0.0535492677701632,FALSE
"3388",89,"PDE7B","phosphodiesterase 7B",1,4,19,1805,1829,23.75,0.0535492677701632,FALSE
"3389",89,"PDE8A","phosphodiesterase 8A",1,4,19,1805,1829,23.75,0.0535492677701632,FALSE
"3390",89,"PDE8B","phosphodiesterase 8B",1,4,19,1805,1829,23.75,0.0535492677701632,FALSE
"3391",89,"PDE9A","phosphodiesterase 9A",1,5,19,1804,1829,18.9894736842105,0.0639270170270694,FALSE
"3392",89,"PECR","peroxisomal trans-2-enoyl-CoA reductase",1,0,19,1809,1829,Inf,0.0109349371241114,FALSE
"3393",89,"PFAS","phosphoribosylformylglycinamidine synthase",1,1,19,1808,1829,95.1578947368421,0.0217562178995587,FALSE
"3394",89,"PGCP",NA,1,1,19,1808,1829,95.1578947368421,0.0217562178995587,FALSE
"3395",89,"PIK3CA","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",1,1,19,1808,1829,95.1578947368421,0.0217562178995587,FALSE
"3396",89,"PIK3CB","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",1,1,19,1808,1829,95.1578947368421,0.0217562178995587,FALSE
"3397",89,"PIK3CD","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",1,1,19,1808,1829,95.1578947368421,0.0217562178995587,FALSE
"3398",89,"PNP","purine nucleoside phosphorylase",2,3,18,1806,1829,66.8888888888889,0.00111432415632182,TRUE
"3399",89,"PRKDC","protein kinase, DNA-activated, catalytic subunit",1,1,19,1808,1829,95.1578947368421,0.0217562178995587,FALSE
"3400",89,"PSAT1","phosphoserine aminotransferase 1",1,2,19,1807,1829,47.5526315789474,0.0324649620933239,FALSE
"3401",89,"PTGS1","prostaglandin-endoperoxide synthase 1",1,65,19,1744,1829,1.41214574898785,0.522392805167647,FALSE
"3402",89,"PTGS2","prostaglandin-endoperoxide synthase 2",1,66,19,1743,1829,1.38995215311005,0.527810924224168,FALSE
"3403",89,"RYR1","ryanodine receptor 1",1,5,19,1804,1829,18.9894736842105,0.0639270170270694,FALSE
"3404",89,"RYR2","ryanodine receptor 2",1,5,19,1804,1829,18.9894736842105,0.0639270170270694,FALSE
"3405",89,"RYR3","ryanodine receptor 3",1,2,19,1807,1829,47.5526315789474,0.0324649620933239,FALSE
"3406",89,"SLC12A1","solute carrier family 12 member 1",1,10,19,1799,1829,9.46842105263158,0.114214572372914,FALSE
"3407",89,"SLC12A3","solute carrier family 12 member 3",1,14,19,1795,1829,6.74812030075188,0.15258567485298,FALSE
"3408",89,"SLC1A1","solute carrier family 1 member 1",1,1,19,1808,1829,95.1578947368421,0.0217562178995587,FALSE
"3409",89,"SLC1A2","solute carrier family 1 member 2",1,1,19,1808,1829,95.1578947368421,0.0217562178995587,FALSE
"3410",89,"SLC1A3","solute carrier family 1 member 3",1,1,19,1808,1829,95.1578947368421,0.0217562178995587,FALSE
"3411",89,"SLC1A6","solute carrier family 1 member 6",1,1,19,1808,1829,95.1578947368421,0.0217562178995587,FALSE
"3412",89,"SLC1A7","solute carrier family 1 member 7",1,1,19,1808,1829,95.1578947368421,0.0217562178995587,FALSE
"3413",89,"SLC22A6","solute carrier family 22 member 6",2,11,18,1798,1829,18.1616161616162,0.00824658597090608,TRUE
"3414",89,"SLC25A18","solute carrier family 25 member 18",1,1,19,1808,1829,95.1578947368421,0.0217562178995587,FALSE
"3415",89,"SLC25A22","solute carrier family 25 member 22",1,1,19,1808,1829,95.1578947368421,0.0217562178995587,FALSE
"3416",89,"SLC7A11","solute carrier family 7 member 11",1,5,19,1804,1829,18.9894736842105,0.0639270170270694,FALSE
"3417",89,"SLCO1B1","solute carrier organic anion transporter family member 1B1",1,18,19,1791,1829,5.23684210526316,0.189374259327491,FALSE
"3418",89,"SRPK2","SRSF protein kinase 2",1,0,19,1809,1829,Inf,0.0109349371241114,FALSE
"3419",89,"TAT","tyrosine aminotransferase",1,3,19,1806,1829,31.6842105263158,0.0430622790473948,FALSE
"3420",89,"TOP2A","DNA topoisomerase II alpha",6,16,14,1793,1829,48.0267857142857,5.04434131040885e-08,TRUE
"3421",90,"ACACB","acetyl-CoA carboxylase beta",1,3,9,1816,1829,67.2592592592593,0.021708833623835,FALSE
"3422",90,"ADRB1","adrenoceptor beta 1",1,50,9,1769,1829,3.93111111111111,0.246864815627566,FALSE
"3423",90,"ADRB2","adrenoceptor beta 2",1,51,9,1768,1829,3.85185185185185,0.251100671557669,FALSE
"3424",90,"ADRB3","adrenoceptor beta 3",1,20,9,1799,1829,9.99444444444444,0.109318024956513,FALSE
"3425",90,"ALDH2","aldehyde dehydrogenase 2 family member",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3426",90,"CYP2C19","cytochrome P450 family 2 subfamily C member 19",1,79,9,1740,1829,2.44725738396624,0.361338765798647,FALSE
"3427",90,"CYSLTR1","cysteinyl leukotriene receptor 1",1,5,9,1814,1829,40.3111111111111,0.0324033828741441,FALSE
"3428",90,"CYSLTR2","cysteinyl leukotriene receptor 2",1,2,9,1817,1829,100.944444444444,0.0163217677296933,FALSE
"3429",90,"DLG4","discs large MAGUK scaffold protein 4",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3430",90,"FPR1","formyl peptide receptor 1",1,5,9,1814,1829,40.3111111111111,0.0324033828741441,FALSE
"3431",90,"GABRA1","gamma-aminobutyric acid type A receptor subunit alpha1",1,34,9,1785,1829,5.83333333333333,0.176093104355847,FALSE
"3432",90,"GAMT","guanidinoacetate N-methyltransferase",1,0,9,1819,1829,Inf,0.00546746856205582,TRUE
"3433",90,"HSP90AA1","heat shock protein 90 alpha family class A member 1",1,12,9,1807,1829,16.7314814814815,0.0690108295196069,FALSE
"3434",90,"KCNA1","potassium voltage-gated channel subfamily A member 1",1,9,9,1810,1829,22.3456790123457,0.0534773981288257,FALSE
"3435",90,"KCNA10","potassium voltage-gated channel subfamily A member 10",1,8,9,1811,1829,25.1527777777778,0.0482479914886533,FALSE
"3436",90,"KCNA2","potassium voltage-gated channel subfamily A member 2",1,6,9,1813,1829,33.5740740740741,0.037711098821077,FALSE
"3437",90,"KCNA3","potassium voltage-gated channel subfamily A member 3",1,8,9,1811,1829,25.1527777777778,0.0482479914886533,FALSE
"3438",90,"KCNA4","potassium voltage-gated channel subfamily A member 4",1,5,9,1814,1829,40.3111111111111,0.0324033828741441,FALSE
"3439",90,"KCNA5","potassium voltage-gated channel subfamily A member 5",1,13,9,1806,1829,15.4358974358974,0.0741374218680672,FALSE
"3440",90,"KCNA6","potassium voltage-gated channel subfamily A member 6",1,4,9,1815,1829,50.4166666666667,0.0270693331656223,FALSE
"3441",90,"KCNA7","potassium voltage-gated channel subfamily A member 7",1,16,9,1803,1829,12.5208333333333,0.0893651202092034,FALSE
"3442",90,"KCNB1","potassium voltage-gated channel subfamily B member 1",1,6,9,1813,1829,33.5740740740741,0.037711098821077,FALSE
"3443",90,"KCNB2","potassium voltage-gated channel subfamily B member 2",1,7,9,1812,1829,28.7619047619048,0.042992596632158,FALSE
"3444",90,"KCNC1","potassium voltage-gated channel subfamily C member 1",1,10,9,1809,1829,20.1,0.0586809308493927,FALSE
"3445",90,"KCNC2","potassium voltage-gated channel subfamily C member 2",1,6,9,1813,1829,33.5740740740741,0.037711098821077,FALSE
"3446",90,"KCNC3","potassium voltage-gated channel subfamily C member 3",1,4,9,1815,1829,50.4166666666667,0.0270693331656223,FALSE
"3447",90,"KCNC4","potassium voltage-gated channel subfamily C member 4",1,7,9,1812,1829,28.7619047619048,0.042992596632158,FALSE
"3448",90,"KCND1","potassium voltage-gated channel subfamily D member 1",1,4,9,1815,1829,50.4166666666667,0.0270693331656223,FALSE
"3449",90,"KCND2","potassium voltage-gated channel subfamily D member 2",1,9,9,1810,1829,22.3456790123457,0.0534773981288257,FALSE
"3450",90,"KCND3","potassium voltage-gated channel subfamily D member 3",1,12,9,1807,1829,16.7314814814815,0.0690108295196069,FALSE
"3451",90,"KCNF1","potassium voltage-gated channel modifier subfamily F member 1",1,2,9,1817,1829,100.944444444444,0.0163217677296933,FALSE
"3452",90,"KCNG1","potassium voltage-gated channel modifier subfamily G member 1",1,2,9,1817,1829,100.944444444444,0.0163217677296933,FALSE
"3453",90,"KCNG2","potassium voltage-gated channel modifier subfamily G member 2",1,2,9,1817,1829,100.944444444444,0.0163217677296933,FALSE
"3454",90,"KCNG3","potassium voltage-gated channel modifier subfamily G member 3",1,2,9,1817,1829,100.944444444444,0.0163217677296933,FALSE
"3455",90,"KCNG4","potassium voltage-gated channel modifier subfamily G member 4",1,2,9,1817,1829,100.944444444444,0.0163217677296933,FALSE
"3456",90,"KCNH1","potassium voltage-gated channel subfamily H member 1",1,12,9,1807,1829,16.7314814814815,0.0690108295196069,FALSE
"3457",90,"KCNH2","potassium voltage-gated channel subfamily H member 2",1,129,9,1690,1829,1.45564168819983,0.522496897936749,FALSE
"3458",90,"KCNH3","potassium voltage-gated channel subfamily H member 3",1,2,9,1817,1829,100.944444444444,0.0163217677296933,FALSE
"3459",90,"KCNH4","potassium voltage-gated channel subfamily H member 4",1,2,9,1817,1829,100.944444444444,0.0163217677296933,FALSE
"3460",90,"KCNH5","potassium voltage-gated channel subfamily H member 5",1,5,9,1814,1829,40.3111111111111,0.0324033828741441,FALSE
"3461",90,"KCNH6","potassium voltage-gated channel subfamily H member 6",1,3,9,1816,1829,67.2592592592593,0.021708833623835,FALSE
"3462",90,"KCNH7","potassium voltage-gated channel subfamily H member 7",1,3,9,1816,1829,67.2592592592593,0.021708833623835,FALSE
"3463",90,"KCNH8","potassium voltage-gated channel subfamily H member 8",1,2,9,1817,1829,100.944444444444,0.0163217677296933,FALSE
"3464",90,"KCNQ1","potassium voltage-gated channel subfamily Q member 1",1,9,9,1810,1829,22.3456790123457,0.0534773981288257,FALSE
"3465",90,"KCNQ2","potassium voltage-gated channel subfamily Q member 2",1,8,9,1811,1829,25.1527777777778,0.0482479914886533,FALSE
"3466",90,"KCNQ3","potassium voltage-gated channel subfamily Q member 3",1,9,9,1810,1829,22.3456790123457,0.0534773981288257,FALSE
"3467",90,"KCNQ4","potassium voltage-gated channel subfamily Q member 4",1,7,9,1812,1829,28.7619047619048,0.042992596632158,FALSE
"3468",90,"KCNQ5","potassium voltage-gated channel subfamily Q member 5",1,5,9,1814,1829,40.3111111111111,0.0324033828741441,FALSE
"3469",90,"KCNS1","potassium voltage-gated channel modifier subfamily S member 1",1,2,9,1817,1829,100.944444444444,0.0163217677296933,FALSE
"3470",90,"KCNS2","potassium voltage-gated channel modifier subfamily S member 2",1,2,9,1817,1829,100.944444444444,0.0163217677296933,FALSE
"3471",90,"KCNS3","potassium voltage-gated channel modifier subfamily S member 3",1,2,9,1817,1829,100.944444444444,0.0163217677296933,FALSE
"3472",90,"KCNV1","potassium voltage-gated channel modifier subfamily V member 1",1,2,9,1817,1829,100.944444444444,0.0163217677296933,FALSE
"3473",90,"KCNV2","potassium voltage-gated channel modifier subfamily V member 2",1,2,9,1817,1829,100.944444444444,0.0163217677296933,FALSE
"3474",90,"MT-ND1","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3475",90,"MT-ND2","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3476",90,"MT-ND3","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3477",90,"MT-ND4","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4",1,2,9,1817,1829,100.944444444444,0.0163217677296933,FALSE
"3478",90,"MT-ND4L","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3479",90,"MT-ND5","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3480",90,"MT-ND6","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3481",90,"NAPRT","nicotinate phosphoribosyltransferase",1,21,9,1798,1829,9.51322751322751,0.114244363314054,FALSE
"3482",90,"NDUFA1","NADH:ubiquinone oxidoreductase subunit A1",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3483",90,"NDUFA10","NADH:ubiquinone oxidoreductase subunit A10",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3484",90,"NDUFA11","NADH:ubiquinone oxidoreductase subunit A11",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3485",90,"NDUFA12","NADH:ubiquinone oxidoreductase subunit A12",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3486",90,"NDUFA13","NADH:ubiquinone oxidoreductase subunit A13",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3487",90,"NDUFA2","NADH:ubiquinone oxidoreductase subunit A2",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3488",90,"NDUFA3","NADH:ubiquinone oxidoreductase subunit A3",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3489",90,"NDUFA4","NDUFA4 mitochondrial complex associated",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3490",90,"NDUFA4L2","NDUFA4 mitochondrial complex associated like 2",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3491",90,"NDUFA5","NADH:ubiquinone oxidoreductase subunit A5",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3492",90,"NDUFA6","NADH:ubiquinone oxidoreductase subunit A6",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3493",90,"NDUFA7","NADH:ubiquinone oxidoreductase subunit A7",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3494",90,"NDUFA8","NADH:ubiquinone oxidoreductase subunit A8",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3495",90,"NDUFA9","NADH:ubiquinone oxidoreductase subunit A9",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3496",90,"NDUFAB1","NADH:ubiquinone oxidoreductase subunit AB1",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3497",90,"NDUFAF1","NADH:ubiquinone oxidoreductase complex assembly factor 1",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3498",90,"NDUFAF2","NADH:ubiquinone oxidoreductase complex assembly factor 2",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3499",90,"NDUFAF3","NADH:ubiquinone oxidoreductase complex assembly factor 3",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3500",90,"NDUFAF4","NADH:ubiquinone oxidoreductase complex assembly factor 4",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3501",90,"NDUFB1","NADH:ubiquinone oxidoreductase subunit B1",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3502",90,"NDUFB10","NADH:ubiquinone oxidoreductase subunit B10",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3503",90,"NDUFB11","NADH:ubiquinone oxidoreductase subunit B11",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3504",90,"NDUFB2","NADH:ubiquinone oxidoreductase subunit B2",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3505",90,"NDUFB3","NADH:ubiquinone oxidoreductase subunit B3",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3506",90,"NDUFB4","NADH:ubiquinone oxidoreductase subunit B4",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3507",90,"NDUFB5","NADH:ubiquinone oxidoreductase subunit B5",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3508",90,"NDUFB6","NADH:ubiquinone oxidoreductase subunit B6",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3509",90,"NDUFB7","NADH:ubiquinone oxidoreductase subunit B7",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3510",90,"NDUFB8","NADH:ubiquinone oxidoreductase subunit B8",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3511",90,"NDUFB9","NADH:ubiquinone oxidoreductase subunit B9",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3512",90,"NDUFC1","NADH:ubiquinone oxidoreductase subunit C1",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3513",90,"NDUFC2","NADH:ubiquinone oxidoreductase subunit C2",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3514",90,"NDUFS1","NADH:ubiquinone oxidoreductase core subunit S1",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3515",90,"NDUFS2","NADH:ubiquinone oxidoreductase core subunit S2",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3516",90,"NDUFS3","NADH:ubiquinone oxidoreductase core subunit S3",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3517",90,"NDUFS4","NADH:ubiquinone oxidoreductase subunit S4",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3518",90,"NDUFS5","NADH:ubiquinone oxidoreductase subunit S5",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3519",90,"NDUFS6","NADH:ubiquinone oxidoreductase subunit S6",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3520",90,"NDUFS7","NADH:ubiquinone oxidoreductase core subunit S7",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3521",90,"NDUFS8","NADH:ubiquinone oxidoreductase core subunit S8",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3522",90,"NDUFV1","NADH:ubiquinone oxidoreductase core subunit V1",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3523",90,"NDUFV2","NADH:ubiquinone oxidoreductase core subunit V2",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3524",90,"NDUFV3","NADH:ubiquinone oxidoreductase subunit V3",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3525",90,"NOS2","nitric oxide synthase 2",1,7,9,1812,1829,28.7619047619048,0.042992596632158,FALSE
"3526",90,"PRKAB1","protein kinase AMP-activated non-catalytic subunit beta 1",1,3,9,1816,1829,67.2592592592593,0.021708833623835,FALSE
"3527",90,"PTGDR","prostaglandin D2 receptor",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3528",90,"PTGS1","prostaglandin-endoperoxide synthase 1",1,65,9,1754,1829,2.9982905982906,0.308193500361366,FALSE
"3529",90,"PTGS2","prostaglandin-endoperoxide synthase 2",1,66,9,1753,1829,2.95117845117845,0.31211753042171,FALSE
"3530",90,"RNASE1","ribonuclease A family member 1, pancreatic",1,3,9,1816,1829,67.2592592592593,0.021708833623835,FALSE
"3531",90,"SIGMAR1","sigma non-opioid intracellular receptor 1",1,92,9,1727,1829,2.08574879227053,0.407367194771662,FALSE
"3532",90,"TAAR5","trace amine associated receptor 5",1,1,9,1818,1829,202,0.0109080185152174,FALSE
"3533",90,"TRPA1","transient receptor potential cation channel subfamily A member 1",2,44,8,1775,1829,10.0852272727273,0.0244954722179415,FALSE
"3534",90,"TRPV1","transient receptor potential cation channel subfamily V member 1",1,8,9,1811,1829,25.1527777777778,0.0482479914886533,FALSE
"3535",90,"TRPV3","transient receptor potential cation channel subfamily V member 3",1,11,9,1808,1829,18.2626262626263,0.063858703506987,FALSE
"3536",91,"ABCC1","ATP binding cassette subfamily C member 1",1,6,16,1806,1829,18.8125,0.063377640629664,FALSE
"3537",91,"CA1","carbonic anhydrase 1",1,49,16,1763,1829,2.24872448979592,0.377061845656594,FALSE
"3538",91,"CA12","carbonic anhydrase 12",1,52,16,1760,1829,2.11538461538462,0.394759854324907,FALSE
"3539",91,"CA13","carbonic anhydrase 13",1,10,16,1802,1829,11.2625,0.0978757265623884,FALSE
"3540",91,"CA14","carbonic anhydrase 14",1,33,16,1779,1829,3.36931818181818,0.274149320494476,FALSE
"3541",91,"CA2","carbonic anhydrase 2",2,64,15,1748,1829,3.64166666666667,0.12324637323721,FALSE
"3542",91,"CA3","carbonic anhydrase 3",1,8,16,1804,1829,14.09375,0.0807789898950363,FALSE
"3543",91,"CA4","carbonic anhydrase 4",1,36,16,1776,1829,3.08333333333333,0.294588959775199,FALSE
"3544",91,"CA5A","carbonic anhydrase 5A",1,18,16,1794,1829,6.22916666666667,0.163315491340596,FALSE
"3545",91,"CA5B","carbonic anhydrase 5B",1,17,16,1795,1829,6.59926470588235,0.155387042819297,FALSE
"3546",91,"CA6","carbonic anhydrase 6",1,29,16,1783,1829,3.8426724137931,0.246028415910481,FALSE
"3547",91,"CA7","carbonic anhydrase 7",2,31,15,1781,1829,7.66021505376344,0.0362617783196321,FALSE
"3548",91,"CA9","carbonic anhydrase 9",1,51,16,1761,1829,2.15808823529412,0.388913784736,FALSE
"3549",91,"CHRM1","cholinergic receptor muscarinic 1",1,99,16,1713,1829,1.08143939393939,0.617173033626334,FALSE
"3550",91,"CHRM2","cholinergic receptor muscarinic 2",1,75,16,1737,1829,1.4475,0.515547863499285,FALSE
"3551",91,"CHRM3","cholinergic receptor muscarinic 3",1,83,16,1729,1829,1.3019578313253,0.551951334115831,FALSE
"3552",91,"CHRM4","cholinergic receptor muscarinic 4",1,73,16,1739,1829,1.4888698630137,0.506021559390701,FALSE
"3553",91,"CHRM5","cholinergic receptor muscarinic 5",1,57,16,1755,1829,1.92434210526316,0.423209041847768,FALSE
"3554",91,"CHRNA7","cholinergic receptor nicotinic alpha 7 subunit",1,19,16,1793,1829,5.89802631578947,0.17117385412911,FALSE
"3555",91,"CYP11B1","cytochrome P450 family 11 subfamily B member 1",1,5,16,1807,1829,22.5875,0.0545611510896331,FALSE
"3556",91,"CYP11B2","cytochrome P450 family 11 subfamily B member 2",1,5,16,1807,1829,22.5875,0.0545611510896331,FALSE
"3557",91,"CYP3A4","cytochrome P450 family 3 subfamily A member 4",4,93,13,1719,1829,5.68734491315136,0.0103766936184715,FALSE
"3558",91,"FAAH","fatty acid amide hydrolase",1,3,16,1809,1829,37.6875,0.036693328717711,FALSE
"3559",91,"FPR1","formyl peptide receptor 1",1,5,16,1807,1829,22.5875,0.0545611510896331,FALSE
"3560",91,"GABBR1","gamma-aminobutyric acid type B receptor subunit 1",1,2,16,1810,1829,56.5625,0.0276406955436933,FALSE
"3561",91,"GABRA1","gamma-aminobutyric acid type A receptor subunit alpha1",1,34,16,1778,1829,3.26838235294118,0.281023672333804,FALSE
"3562",91,"GABRB2","gamma-aminobutyric acid type A receptor subunit beta2",1,23,16,1789,1829,4.86141304347826,0.201918003490694,FALSE
"3563",91,"GABRG2","gamma-aminobutyric acid type A receptor subunit gamma2",1,25,16,1787,1829,4.4675,0.216884461234595,FALSE
"3564",91,"GRIA1","glutamate ionotropic receptor AMPA type subunit 1",1,6,16,1806,1829,18.8125,0.063377640629664,FALSE
"3565",91,"GRIA2","glutamate ionotropic receptor AMPA type subunit 2",1,6,16,1806,1829,18.8125,0.063377640629664,FALSE
"3566",91,"GRIA3","glutamate ionotropic receptor AMPA type subunit 3",1,5,16,1807,1829,22.5875,0.0545611510896331,FALSE
"3567",91,"GRIA4","glutamate ionotropic receptor AMPA type subunit 4",1,6,16,1806,1829,18.8125,0.063377640629664,FALSE
"3568",91,"HTR3A","5-hydroxytryptamine receptor 3A",1,28,16,1784,1829,3.98214285714286,0.238839679550682,FALSE
"3569",91,"KCNC4","potassium voltage-gated channel subfamily C member 4",1,7,16,1805,1829,16.1160714285714,0.072116707649036,FALSE
"3570",91,"KCNH2","potassium voltage-gated channel subfamily H member 2",1,129,16,1683,1829,0.815406976744186,0.716098305453341,FALSE
"3571",91,"KCNQ1","potassium voltage-gated channel subfamily Q member 1",1,9,16,1803,1829,12.5208333333333,0.0893651202092034,FALSE
"3572",91,"MLNR","motilin receptor",1,4,16,1808,1829,28.25,0.0456665963406147,FALSE
"3573",91,"NAPRT","nicotinate phosphoribosyltransferase",1,21,16,1791,1829,5.33035714285714,0.18668264257604,FALSE
"3574",91,"OPRM1","opioid receptor mu 1",1,25,16,1787,1829,4.4675,0.216884461234595,FALSE
"3575",91,"PDE10A","phosphodiesterase 10A",1,5,16,1807,1829,22.5875,0.0545611510896331,FALSE
"3576",91,"PDE11A","phosphodiesterase 11A",1,4,16,1808,1829,28.25,0.0456665963406147,FALSE
