Id,properties.name,properties._n_name,properties.n_name,modularity_class
55724,"nan, nan, nan, nan, nan, nan","DECREASED ACTIVITY OF GONADS|HYPOGONADISM, HYPOGONADISM, HYPOGONADISM|GONADOTROPIN DEFICIENCY|HYPOGONADOTROPISM, HYPOGONADISM, HYPERGONADOTROPIC HYPOGONADISM|HYPOGONADISM, HYPERGONADOTROPIC|HYPOGONADISM, HYPOGONADOTROPIC|HYPOGONADISM, ISOLATED HYPOGONADOTROPIC|HYPOGONADOTROPIC HYPOGONADISM|HYPOGONADISM, HYPOGONADISM|DECREASED ACTIVITY OF GONADS|GONADOTROPIN DEFICIENCY|HYPOGONADOTROPISM","['DECREASED ACTIVITY OF GONADS', 'HYPOGONADISM'], HYPOGONADISM, ['HYPOGONADISM', 'GONADOTROPIN DEFICIENCY', 'HYPOGONADOTROPISM'], HYPOGONADISM, ['HYPERGONADOTROPIC HYPOGONADISM', 'HYPOGONADISM, HYPERGONADOTROPIC', 'HYPOGONADISM, HYPOGONADOTROPIC', 'HYPOGONADISM, ISOLATED HYPOGONADOTROPIC', 'HYPOGONADOTROPIC HYPOGONADISM', 'HYPOGONADISM'], ['HYPOGONADISM', 'DECREASED ACTIVITY OF GONADS', 'GONADOTROPIN DEFICIENCY', 'HYPOGONADOTROPISM']",0
79920,"nan, nan, nan","LOSS OF SPEECH, LOSS OF SPEECH, LOSS OF SPEECH","LOSS OF SPEECH, ['LOSS OF SPEECH'], LOSS OF SPEECH",0
95770,"nan, nan, nan, nan, nan, nan","PSYCHOSIS, PSYCHOSIS, PSYCHOSIS, BRIEF REACTIVE PSYCHOSES|BRIEF REACTIVE PSYCHOSIS|DISORDER, PSYCHOTIC|DISORDER, SCHIZOAFFECTIVE|DISORDER, SCHIZOPHRENIFORM|DISORDERS, PSYCHOTIC|DISORDERS, SCHIZOAFFECTIVE|DISORDERS, SCHIZOPHRENIFORM|PSYCHOSES|PSYCHOSES, BRIEF REACTIVE|PSYCHOSIS|PSYCHOSIS, BRIEF REACTIVE|PSYCHOTIC DISORDER|REACTIVE PSYCHOSES, BRIEF|REACTIVE PSYCHOSIS, BRIEF|SCHIZOAFFECTIVE DISORDER|SCHIZOAFFECTIVE DISORDERS|SCHIZOPHRENIFORM DISORDER|SCHIZOPHRENIFORM DISORDERS|PSYCHOTIC DISORDERS, PSYCHOSES|PSYCHOTIC DISORDERS, PSYCHOSIS|DISORDER, PSYCHOTIC|DISORDERS, PSYCHOTIC|PSYCHOSES|PSYCHOTIC DISORDER|PSYCHOTIC DISORDERS","PSYCHOSIS, ['PSYCHOSIS'], PSYCHOSIS, ['BRIEF REACTIVE PSYCHOSES', 'BRIEF REACTIVE PSYCHOSIS', 'DISORDER, PSYCHOTIC', 'DISORDER, SCHIZOAFFECTIVE', 'DISORDER, SCHIZOPHRENIFORM', 'DISORDERS, PSYCHOTIC', 'DISORDERS, SCHIZOAFFECTIVE', 'DISORDERS, SCHIZOPHRENIFORM', 'PSYCHOSES', 'PSYCHOSES, BRIEF REACTIVE', 'PSYCHOSIS', 'PSYCHOSIS, BRIEF REACTIVE', 'PSYCHOTIC DISORDER', 'REACTIVE PSYCHOSES, BRIEF', 'REACTIVE PSYCHOSIS, BRIEF', 'SCHIZOAFFECTIVE DISORDER', 'SCHIZOAFFECTIVE DISORDERS', 'SCHIZOPHRENIFORM DISORDER', 'SCHIZOPHRENIFORM DISORDERS', 'PSYCHOTIC DISORDERS'], ['PSYCHOSES', 'PSYCHOTIC DISORDERS'], ['PSYCHOSIS', 'DISORDER, PSYCHOTIC', 'DISORDERS, PSYCHOTIC', 'PSYCHOSES', 'PSYCHOTIC DISORDER', 'PSYCHOTIC DISORDERS']",0
159560,"nan, nan, nan, nan","SLURRED SPEECH, SLURRED SPEECH, SLURRED SPEECH, SLURRED SPEECH|CLIPPED SPEECH|SCAMPING SPEECH|SLURRING","SLURRED SPEECH, ['SLURRED SPEECH'], SLURRED SPEECH, ['SLURRED SPEECH', 'CLIPPED SPEECH', 'SCAMPING SPEECH', 'SLURRING']",0
143637,"nan, nan, nan, nan","X-LINKED RECESSIVE, X-LINKED RECESSIVE|X-LINKED RECESSIVE INHERITANCE, X-LINKED RECESSIVE, X-LINKED RECESSIVE INHERITANCE|X-LINKED RECESSIVE","X-LINKED RECESSIVE, ['X-LINKED RECESSIVE', 'X-LINKED RECESSIVE INHERITANCE'], X-LINKED RECESSIVE, ['X-LINKED RECESSIVE INHERITANCE', 'X-LINKED RECESSIVE']",0
112590,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","BLINDNESS, BLINDNESS|LEGAL BLINDNESS|TOTAL VISION LOSS, VISUAL LOSS|ABNORMAL VISION|LOSS OF VISION|PARTIAL SIGHT|PROBLEM SEEING|PROBLEM SIGHT|VISION LOSS, BLINDNESS, LOSS OF VISION, BLINDNESS, LOSS OF VISION|VISION LOSS|VISUAL LOSS, BLINDNESS|TOTAL VISION LOSS|LEGAL BLINDNESS, VISION LOSS, VISUAL LOSS, LOSS OF VISION|VISION, LOSS OF, ABNORMAL VISION, ACQUIRED BLINDNESS|AMAUROSES|AMAUROSIS|BILATERAL BLINDNESS|BILATERAL BLINDNESSES|BLINDNESS BILATERAL|BLINDNESS TRANSIENT|BLINDNESS UNILATERAL|BLINDNESS, ACQUIRED|BLINDNESS, BILATERAL|BLINDNESS, COMPLETE|BLINDNESS, HYSTERICAL|BLINDNESS, LEGAL|BLINDNESS, MONOCULAR|BLINDNESS, TRANSIENT|BLINDNESS, UNILATERAL|COMPLETE BLINDNESS|HYSTERICAL BLINDNESS|LEGAL BLINDNESS|MONOCULAR BLINDNESS|SUDDEN VISUAL LOSS|SUDDEN VISUAL LOSSES|SUDDEN, VISUAL LOSS|TRANSIENT BLINDNESS|TRANSIENT, BLINDNESS|UNILATERAL BLINDNESS|UNILATERAL, BLINDNESS|VISUAL LOSS SUDDEN|VISUAL LOSS SUDDENS|VISUAL LOSS, SUDDEN|BLINDNESS, IMPAIRED VISION|LOSS OF EYESIGHT|POOR VISION|VISUAL IMPAIRMENT, VISION IMPAIRMENT AND BLINDNESS, LOSS OF VISION|VISION LOSS|VISUAL LOSS, VISUAL IMPAIRMENT CATEGORY 9 NOS|UNSPECIFIED VISUAL LOSS","BLINDNESS, ['BLINDNESS', 'LEGAL BLINDNESS', 'TOTAL VISION LOSS'], ['VISUAL LOSS', 'ABNORMAL VISION', 'LOSS OF VISION', 'PARTIAL SIGHT', 'PROBLEM SEEING', 'PROBLEM SIGHT', 'VISION LOSS'], BLINDNESS, LOSS OF VISION, BLINDNESS, ['LOSS OF VISION', 'VISION LOSS', 'VISUAL LOSS'], ['BLINDNESS', 'TOTAL VISION LOSS', 'LEGAL BLINDNESS'], VISION LOSS, VISUAL LOSS, ['LOSS OF VISION', 'VISION, LOSS OF'], ABNORMAL VISION, ['ACQUIRED BLINDNESS', 'AMAUROSES', 'AMAUROSIS', 'BILATERAL BLINDNESS', 'BILATERAL BLINDNESSES', 'BLINDNESS BILATERAL', 'BLINDNESS TRANSIENT', 'BLINDNESS UNILATERAL', 'BLINDNESS, ACQUIRED', 'BLINDNESS, BILATERAL', 'BLINDNESS, COMPLETE', 'BLINDNESS, HYSTERICAL', 'BLINDNESS, LEGAL', 'BLINDNESS, MONOCULAR', 'BLINDNESS, TRANSIENT', 'BLINDNESS, UNILATERAL', 'COMPLETE BLINDNESS', 'HYSTERICAL BLINDNESS', 'LEGAL BLINDNESS', 'MONOCULAR BLINDNESS', 'SUDDEN VISUAL LOSS', 'SUDDEN VISUAL LOSSES', 'SUDDEN, VISUAL LOSS', 'TRANSIENT BLINDNESS', 'TRANSIENT, BLINDNESS', 'UNILATERAL BLINDNESS', 'UNILATERAL, BLINDNESS', 'VISUAL LOSS SUDDEN', 'VISUAL LOSS SUDDENS', 'VISUAL LOSS, SUDDEN', 'BLINDNESS'], ['IMPAIRED VISION', 'LOSS OF EYESIGHT', 'POOR VISION', 'VISUAL IMPAIRMENT'], VISION IMPAIRMENT AND BLINDNESS, ['LOSS OF VISION', 'VISION LOSS', 'VISUAL LOSS'], ['VISUAL IMPAIRMENT CATEGORY 9 NOS', 'UNSPECIFIED VISUAL LOSS']",0
6501,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Infantile-onset ascending hereditary spastic paralysis, nan, nan, nan, nan, nan","CEREBRAL PARAPARESIS|CHRONIC PROGRESSIVE PARAPARESIS|HYPOTONIC PARAPARESIS|PARAPARESES|PARAPARESIS, CEREBRAL|PARAPARESIS, CHRONIC PROGRESSIVE|PARAPARESIS, HYPOTONIC|PARAPARESIS, SPINAL|PROGRESSIVE PARAPARESIS, CHRONIC|SPINAL PARAPARESIS|PARAPARESIS, PARALYSIS OF BOTH LOWER LIMBS NOS|PARAPARESIS (LOWER) NOS|PARAPLEGIA (LOWER) NOS|PARAPLEGIA, SPASTIC PARAPLEGIA, LOWER LIMB, IAHSP|SPASTIC PARALYSIS, INFANTILE-ONSET ASCENDING, SPASTIC PARALYSIS, INFANTILE ONSET ASCENDING, ALS2CR6|ALSJ|IAHSP|PLSJ|ALS2, IAHSP|SPASTIC PARALYSIS, INFANTILE ONSET ASCENDING|SPASTIC PARALYSIS, INFANTILE-ONSET ASCENDING|SPASTIC PARALYSIS, INFANTILE-ONSET ASCENDING; IAHSP|INFANTILE-ONSET ASCENDING HEREDITARY SPASTIC PARALYSIS, PARAPARESIS|BILATERAL WEAKNESS OF LEGS|PARAPARESES|PARTIAL PARALYSIS OF LEGS|WEAKNESS OF BOTH LEGS, IAHSP|INFANTILE-ONSET ASCENDING HEREDITARY SPASTIC PARALYSIS|SPASTIC PARALYSIS, INFANTILE ONSET ASCENDING|SPASTIC PARALYSIS, INFANTILE-ONSET ASCENDING|HEREDITARY SPASTIC PARALYSIS, INFANTILE ONSET ASCENDING, INFANTILE-ONSET ASCENDING HEREDITARY SPASTIC PARALYSIS, SPASTIC PARAPLEGIA|PARAPLEGIA, SPASTIC|PARAPLEGIAS, SPASTIC|SPASTIC PARAPLEGIA, LOWER LIMB|SPASTIC PARAPLEGIAS, PARTIAL PARALYSIS OF LEGS|PARAPARESIS, INFANTILE-ONSET ASCENDING HEREDITARY SPASTIC PARALYSIS|AUTOSOMAL RECESSIVE JUVENILE AMYOTROPHIC LATERAL SCLEROSIS|HEREDITARY SPASTIC PARALYSIS, INFANTILE ONSET ASCENDING|IAHSP|IAHSP - INFANTILE ONSET ASCENDING HEREDITARY SPASTIC PARALYSIS|INFANTILE ASCENDING HEREDITARY SPASTIC PARALYSIS|SPASTIC PARALYSIS, INFANTILE ONSET ASCENDING|SPASTIC PARALYSIS, INFANTILE-ONSET ASCENDING, SPASTIC PARAPLEGIA, LOWER LIMB|SPASTIC PARAPLEGIA, ATAXIC PARAPLEGIA|ATAXIC PARAPLEGIAS|CEREBRAL PARAPLEGIA|CEREBRAL PARAPLEGIAS|FLACCID PARAPLEGIA|FLACCID PARAPLEGIAS|PARALYSIS, LEGS|PARALYSIS, LOWER EXTREMITIES|PARALYSIS, LOWER LIMBS|PARAPLEGIA, ATAXIC|PARAPLEGIA, CEREBRAL|PARAPLEGIA, FLACCID|PARAPLEGIA, SPASTIC|PARAPLEGIA, SPINAL|PARAPLEGIAS|PARAPLEGIAS, ATAXIC|PARAPLEGIAS, CEREBRAL|PARAPLEGIAS, FLACCID|PARAPLEGIAS, SPASTIC|PARAPLEGIAS, SPINAL|SPASTIC PARAPLEGIA|SPASTIC PARAPLEGIAS|SPINAL PARAPLEGIA|SPINAL PARAPLEGIAS|PARAPLEGIA, SPASTIC PARAPLEGIA, INFANTILE-ONSET ASCENDING HEREDITARY SPASTIC PARALYSIS|IAHSP|SPASTIC PARALYSIS, INFANTILE ONSET ASCENDING, nan, PARÁLISIS ESPÁSTICA HEREDITARIA ASCENDENTE DE INICIO EN LA LACTANCIA, PARAPARESIS, INFANTILE-ONSET ASCENDING HEREDITARY SPASTIC PARALYSIS|IAHSP|INFANTILE ONSET ASCENDING SPASTIC PARALYSIS|INFANTILE-ONSET ASCENDING HEREDITARY SPASTIC PARAPLEGIA, PARAPARESIS, IAHSP|INFANTILE-ONSET ASCENDING HEREDITARY SPASTIC PARALYSIS|SPASTIC PARALYSIS, INFANTILE ONSET ASCENDING|SPASTIC PARALYSIS, INFANTILE-ONSET ASCENDING|SPASTIC PARALYSIS, INFANTILE-ONSET ASCENDING; IAHSP","['CEREBRAL PARAPARESIS', 'CHRONIC PROGRESSIVE PARAPARESIS', 'HYPOTONIC PARAPARESIS', 'PARAPARESES', 'PARAPARESIS, CEREBRAL', 'PARAPARESIS, CHRONIC PROGRESSIVE', 'PARAPARESIS, HYPOTONIC', 'PARAPARESIS, SPINAL', 'PROGRESSIVE PARAPARESIS, CHRONIC', 'SPINAL PARAPARESIS', 'PARAPARESIS'], ['PARALYSIS OF BOTH LOWER LIMBS NOS', 'PARAPARESIS (LOWER) NOS', 'PARAPLEGIA (LOWER) NOS', 'PARAPLEGIA'], SPASTIC PARAPLEGIA, LOWER LIMB, ['IAHSP', 'SPASTIC PARALYSIS, INFANTILE-ONSET ASCENDING'], SPASTIC PARALYSIS, INFANTILE ONSET ASCENDING, ['ALS2CR6', 'ALSJ', 'IAHSP', 'PLSJ', 'ALS2'], ['IAHSP', 'SPASTIC PARALYSIS, INFANTILE ONSET ASCENDING', 'SPASTIC PARALYSIS, INFANTILE-ONSET ASCENDING', 'SPASTIC PARALYSIS, INFANTILE-ONSET ASCENDING; IAHSP', 'INFANTILE-ONSET ASCENDING HEREDITARY SPASTIC PARALYSIS'], ['PARAPARESIS', 'BILATERAL WEAKNESS OF LEGS', 'PARAPARESES', 'PARTIAL PARALYSIS OF LEGS', 'WEAKNESS OF BOTH LEGS'], ['IAHSP', 'INFANTILE-ONSET ASCENDING HEREDITARY SPASTIC PARALYSIS', 'SPASTIC PARALYSIS, INFANTILE ONSET ASCENDING', 'SPASTIC PARALYSIS, INFANTILE-ONSET ASCENDING', 'HEREDITARY SPASTIC PARALYSIS, INFANTILE ONSET ASCENDING'], INFANTILE-ONSET ASCENDING HEREDITARY SPASTIC PARALYSIS, ['SPASTIC PARAPLEGIA', 'PARAPLEGIA, SPASTIC', 'PARAPLEGIAS, SPASTIC', 'SPASTIC PARAPLEGIA, LOWER LIMB', 'SPASTIC PARAPLEGIAS'], ['PARTIAL PARALYSIS OF LEGS', 'PARAPARESIS'], ['INFANTILE-ONSET ASCENDING HEREDITARY SPASTIC PARALYSIS', 'AUTOSOMAL RECESSIVE JUVENILE AMYOTROPHIC LATERAL SCLEROSIS', 'HEREDITARY SPASTIC PARALYSIS, INFANTILE ONSET ASCENDING', 'IAHSP', 'IAHSP - INFANTILE ONSET ASCENDING HEREDITARY SPASTIC PARALYSIS', 'INFANTILE ASCENDING HEREDITARY SPASTIC PARALYSIS', 'SPASTIC PARALYSIS, INFANTILE ONSET ASCENDING', 'SPASTIC PARALYSIS, INFANTILE-ONSET ASCENDING'], ['SPASTIC PARAPLEGIA, LOWER LIMB', 'SPASTIC PARAPLEGIA'], ['ATAXIC PARAPLEGIA', 'ATAXIC PARAPLEGIAS', 'CEREBRAL PARAPLEGIA', 'CEREBRAL PARAPLEGIAS', 'FLACCID PARAPLEGIA', 'FLACCID PARAPLEGIAS', 'PARALYSIS, LEGS', 'PARALYSIS, LOWER EXTREMITIES', 'PARALYSIS, LOWER LIMBS', 'PARAPLEGIA, ATAXIC', 'PARAPLEGIA, CEREBRAL', 'PARAPLEGIA, FLACCID', 'PARAPLEGIA, SPASTIC', 'PARAPLEGIA, SPINAL', 'PARAPLEGIAS', 'PARAPLEGIAS, ATAXIC', 'PARAPLEGIAS, CEREBRAL', 'PARAPLEGIAS, FLACCID', 'PARAPLEGIAS, SPASTIC', 'PARAPLEGIAS, SPINAL', 'SPASTIC PARAPLEGIA', 'SPASTIC PARAPLEGIAS', 'SPINAL PARAPLEGIA', 'SPINAL PARAPLEGIAS', 'PARAPLEGIA'], SPASTIC PARAPLEGIA, ['INFANTILE-ONSET ASCENDING HEREDITARY SPASTIC PARALYSIS', 'IAHSP', 'SPASTIC PARALYSIS, INFANTILE ONSET ASCENDING'], nan, PARÁLISIS ESPÁSTICA HEREDITARIA ASCENDENTE DE INICIO EN LA LACTANCIA, PARAPARESIS, ['INFANTILE-ONSET ASCENDING HEREDITARY SPASTIC PARALYSIS', 'IAHSP', 'INFANTILE ONSET ASCENDING SPASTIC PARALYSIS', 'INFANTILE-ONSET ASCENDING HEREDITARY SPASTIC PARAPLEGIA'], PARAPARESIS, ['IAHSP', 'INFANTILE-ONSET ASCENDING HEREDITARY SPASTIC PARALYSIS', 'SPASTIC PARALYSIS, INFANTILE ONSET ASCENDING', 'SPASTIC PARALYSIS, INFANTILE-ONSET ASCENDING', 'SPASTIC PARALYSIS, INFANTILE-ONSET ASCENDING; IAHSP']",0
42035,"nan, nan, nan, nan, nan, nan, nan, nan","ZELLWEGER SYNDROME, CEREBRO HEPATO RENAL SYNDROME|CEREBRO-HEPATO-RENAL SYNDROME|CEREBROHEPATORENAL SYNDROME|PBD, ZSS|PEROXISOME BIOGENESIS DISORDERS, ZELLWEGER SYNDROME SPECTRUM|SPECTRUM, ZELLWEGER|ZELLWEGER DISEASE|ZELLWEGER LIKE SYNDROME|ZELLWEGER SPECTRUM|ZELLWEGER SYNDROME SPECTRUM|ZELLWEGER'S SYNDROME|ZELLWEGER-LIKE SYNDROME|ZELLWEGER SYNDROME, SÍNDROME DE ZELLWEGER, CEREBROHEPATORENAL SYNDROME|CONGENITAL IRON OVERLOAD|PEROXISOME BIOGENESIS DISORDER|ZELLWEGER SYNDROME, CEREBROHEPATORENAL SYNDROME|CG1|CGE|CHR|PBD1A|PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 1|PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP E|ZS|ZWS|PEROXISOME BIOGENESIS DISORDER 1A (ZELLWEGER), ZELLWEGER SYNDROME, ZELLWEGER SYNDROME, ZELLWEGER SYNDROME|CEREBRO HEPATO RENAL SYNDROME|CEREBRO-HEPATO-RENAL SYNDROME|CEREBROHEPATORENAL SYNDROME|CHR|CONGENITAL IRON OVERLOAD|PEROXISOME BIOGENESIS DISORDER|ZELLWEGER DISEASE|ZELLWEGER'S SYNDROME|ZS","ZELLWEGER SYNDROME, ['CEREBRO HEPATO RENAL SYNDROME', 'CEREBRO-HEPATO-RENAL SYNDROME', 'CEREBROHEPATORENAL SYNDROME', 'PBD, ZSS', 'PEROXISOME BIOGENESIS DISORDERS, ZELLWEGER SYNDROME SPECTRUM', 'SPECTRUM, ZELLWEGER', 'ZELLWEGER DISEASE', 'ZELLWEGER LIKE SYNDROME', 'ZELLWEGER SPECTRUM', 'ZELLWEGER SYNDROME SPECTRUM', ""ZELLWEGER'S SYNDROME"", 'ZELLWEGER-LIKE SYNDROME', 'ZELLWEGER SYNDROME'], SÍNDROME DE ZELLWEGER, ['CEREBROHEPATORENAL SYNDROME', 'CONGENITAL IRON OVERLOAD', 'PEROXISOME BIOGENESIS DISORDER', 'ZELLWEGER SYNDROME'], ['CEREBROHEPATORENAL SYNDROME', 'CG1', 'CGE', 'CHR', 'PBD1A', 'PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 1', 'PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP E', 'ZS', 'ZWS', 'PEROXISOME BIOGENESIS DISORDER 1A (ZELLWEGER)'], ZELLWEGER SYNDROME, ZELLWEGER SYNDROME, ['ZELLWEGER SYNDROME', 'CEREBRO HEPATO RENAL SYNDROME', 'CEREBRO-HEPATO-RENAL SYNDROME', 'CEREBROHEPATORENAL SYNDROME', 'CHR', 'CONGENITAL IRON OVERLOAD', 'PEROXISOME BIOGENESIS DISORDER', 'ZELLWEGER DISEASE', ""ZELLWEGER'S SYNDROME"", 'ZS']",0
878418,"nan, nan","SENSORY LOSS|ABSENCE OF SENSATION|ANESTHESIA|SENSORY ANESTHESIA, SENSORY LOSS","['SENSORY LOSS', 'ABSENCE OF SENSATION', 'ANESTHESIA', 'SENSORY ANESTHESIA'], SENSORY LOSS",0
807666,"nan, nan, nan","AUTISTIC FEATURES, AUTISTIC FEATURE, AUTISTIC FEATURES|AUTISTIC FEATURE","AUTISTIC FEATURES, AUTISTIC FEATURE, ['AUTISTIC FEATURES', 'AUTISTIC FEATURE']",0
