Id,modularity_class,properties.name,properties._n_name,properties.n_name
877906,31,"nan, nan","SPASTICITY, MAINLY IN THE LOWER LIMBS, SPASTICITY, MAINLY IN THE LOWER LIMBS","SPASTICITY, MAINLY IN THE LOWER LIMBS, SPASTICITY, MAINLY IN THE LOWER LIMBS"
880544,31,"nan, nan","MONOTONE SPEECH, MONOTONE SPEECH","MONOTONE SPEECH, MONOTONE SPEECH"
880633,31,"nan, nan","REDUCED UPGAZE, REDUCED UPGAZE","REDUCED UPGAZE, REDUCED UPGAZE"
858667,31,"nan, nan","CAUSED BY MUTATION IN THE F-BOX ONLY PROTEIN 7 GENE (FBXO7, 605648.0001), CAUSED BY MUTATION IN THE F-BOX ONLY PROTEIN 7 GENE (FBXO7, 605648.0001)","CAUSED BY MUTATION IN THE F-BOX ONLY PROTEIN 7 GENE (FBXO7, 605648.0001), CAUSED BY MUTATION IN THE F-BOX ONLY PROTEIN 7 GENE (FBXO7, 605648.0001)"
880615,31,"nan, nan","ONSET IN ADOLESCENCE OR YOUNG ADULTHOOD, ONSET IN ADOLESCENCE OR YOUNG ADULTHOOD","ONSET IN ADOLESCENCE OR YOUNG ADULTHOOD, ONSET IN ADOLESCENCE OR YOUNG ADULTHOOD"
880689,31,"nan, nan","CHILDHOOD ONSET HAS BEEN REPORTED IN 1 FAMILY, CHILDHOOD ONSET HAS BEEN REPORTED IN 1 FAMILY","CHILDHOOD ONSET HAS BEEN REPORTED IN 1 FAMILY, CHILDHOOD ONSET HAS BEEN REPORTED IN 1 FAMILY"
880669,31,"nan, nan","EXTRAPYRAMIDAL SIGNS SHOW A FAVORABLE RESPONSE TO LEVODOPA, EXTRAPYRAMIDAL SIGNS SHOW A FAVORABLE RESPONSE TO LEVODOPA","EXTRAPYRAMIDAL SIGNS SHOW A FAVORABLE RESPONSE TO LEVODOPA, EXTRAPYRAMIDAL SIGNS SHOW A FAVORABLE RESPONSE TO LEVODOPA"
16872,31,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","ADULT BASAL GANGLIA DISEASE|FERRITIN-RELATED NEURODEGENERATION|HEREDITARY FERRITINOPATHY|NBIA3|NEUROFERRITINOPATHY|NEUROFERRITINOPATHY; BASAL GANGLIA DISEASE, ADULT-ONSET|NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3, NEUROFERRITINOPATHY|BASAL GANGLIA DISEASE ADULT-ONSET|FERRITIN-RELATED NEURODEGENERATION, NEUROFERRITINOPATHY|BASAL GANGLIA DISEASE, ADULT-ONSET|FERRITIN-RELATED NEURODEGENERATION|HEREDITARY FERRITINOPATHY|NBIA3|NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3, BASAL GANGLIA DISEASE, ADULT-ONSET|NBIA3|NEUROFERRITINOPATHY|NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3, NEUROFERRITINOPATÍA, NEUROFERRITINOPATHY, FTL|HYPERFERRITINEMIA WITH OR WITHOUT CATARACT|L-FERRITIN DEFICIENCY, AUTOSOMAL DOMINANT|L-FERRITIN DEFICIENCY, AUTOSOMAL RECESSIVE|NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3|FERRITIN LIGHT CHAIN, BASAL GANGLIA DISEASE, ADULT-ONSET|FERRITIN-RELATED NEURODEGENERATION|HEREDITARY FERRITINOPATHY|NBIA3|NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3|NEUROFERRITINOPATHY, NEUROFERRITINOPATHY|ADULT BASAL GANGLIA DISEASE|ADULT ONSET BASAL GANGLIA DISEASE|BASAL GANGLIA DISEASE ADULT-ONSET|BASAL GANGLIA DISEASE, ADULT-ONSET|FERRITIN RELATED NEURODEGENERATION|FERRITIN-RELATED NEURODEGENERATION|HEREDITARY FERRITINOPATHY|NBIA3|NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3|NEURODEGENERATION WITH BRAIN IRON ACCUMULATION TYPE 3|NEUROFERRITINOPATHY; BASAL GANGLIA DISEASE, ADULT-ONSET, NEUROFERRITINOPATHY|HEREDITARY FERRITINOPATHY, NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3, ADULT BASAL GANGLIA DISEASE|FERRITIN-RELATED NEURODEGENERATION|HEREDITARY FERRITINOPATHY|NBIA3|NEURODEGENERATION WITH BRAIN IRON ACCUMULATION TYPE 3|NEUROFERRITINOPATHY|NEUROFERRITINOPATHY; BASAL GANGLIA DISEASE, ADULT-ONSET|BASAL GANGLIA DISEASE ADULT-ONSET|BASAL GANGLIA DISEASE, ADULT-ONSET|NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3|NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3; NBIA3, ADULT BASAL GANGLIA DISEASE|FERRITIN-RELATED NEURODEGENERATION|HEREDITARY FERRITINOPATHY|NBIA3|NEURODEGENERATION WITH BRAIN IRON ACCUMULATION TYPE 3|NEUROFERRITINOPATHY|NEUROFERRITINOPATHY; BASAL GANGLIA DISEASE, ADULT-ONSET|BASAL GANGLIA DISEASE ADULT-ONSET|BASAL GANGLIA DISEASE, ADULT-ONSET|NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3|NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3; NBIA3","['ADULT BASAL GANGLIA DISEASE', 'FERRITIN-RELATED NEURODEGENERATION', 'HEREDITARY FERRITINOPATHY', 'NBIA3', 'NEUROFERRITINOPATHY', 'NEUROFERRITINOPATHY; BASAL GANGLIA DISEASE, ADULT-ONSET', 'NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3'], ['NEUROFERRITINOPATHY', 'BASAL GANGLIA DISEASE ADULT-ONSET', 'FERRITIN-RELATED NEURODEGENERATION'], ['NEUROFERRITINOPATHY', 'BASAL GANGLIA DISEASE, ADULT-ONSET', 'FERRITIN-RELATED NEURODEGENERATION', 'HEREDITARY FERRITINOPATHY', 'NBIA3', 'NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3'], ['BASAL GANGLIA DISEASE, ADULT-ONSET', 'NBIA3', 'NEUROFERRITINOPATHY', 'NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3'], NEUROFERRITINOPATÍA, NEUROFERRITINOPATHY, ['FTL', 'HYPERFERRITINEMIA WITH OR WITHOUT CATARACT', 'L-FERRITIN DEFICIENCY, AUTOSOMAL DOMINANT', 'L-FERRITIN DEFICIENCY, AUTOSOMAL RECESSIVE', 'NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3', 'FERRITIN LIGHT CHAIN'], ['BASAL GANGLIA DISEASE, ADULT-ONSET', 'FERRITIN-RELATED NEURODEGENERATION', 'HEREDITARY FERRITINOPATHY', 'NBIA3', 'NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3', 'NEUROFERRITINOPATHY'], ['NEUROFERRITINOPATHY', 'ADULT BASAL GANGLIA DISEASE', 'ADULT ONSET BASAL GANGLIA DISEASE', 'BASAL GANGLIA DISEASE ADULT-ONSET', 'BASAL GANGLIA DISEASE, ADULT-ONSET', 'FERRITIN RELATED NEURODEGENERATION', 'FERRITIN-RELATED NEURODEGENERATION', 'HEREDITARY FERRITINOPATHY', 'NBIA3', 'NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3', 'NEURODEGENERATION WITH BRAIN IRON ACCUMULATION TYPE 3', 'NEUROFERRITINOPATHY; BASAL GANGLIA DISEASE, ADULT-ONSET'], ['NEUROFERRITINOPATHY', 'HEREDITARY FERRITINOPATHY'], NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3, ['ADULT BASAL GANGLIA DISEASE', 'FERRITIN-RELATED NEURODEGENERATION', 'HEREDITARY FERRITINOPATHY', 'NBIA3', 'NEURODEGENERATION WITH BRAIN IRON ACCUMULATION TYPE 3', 'NEUROFERRITINOPATHY', 'NEUROFERRITINOPATHY; BASAL GANGLIA DISEASE, ADULT-ONSET', 'BASAL GANGLIA DISEASE ADULT-ONSET', 'BASAL GANGLIA DISEASE, ADULT-ONSET', 'NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3', 'NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3; NBIA3'], ['ADULT BASAL GANGLIA DISEASE', 'FERRITIN-RELATED NEURODEGENERATION', 'HEREDITARY FERRITINOPATHY', 'NBIA3', 'NEURODEGENERATION WITH BRAIN IRON ACCUMULATION TYPE 3', 'NEUROFERRITINOPATHY', 'NEUROFERRITINOPATHY; BASAL GANGLIA DISEASE, ADULT-ONSET', 'BASAL GANGLIA DISEASE ADULT-ONSET', 'BASAL GANGLIA DISEASE, ADULT-ONSET', 'NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3', 'NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3; NBIA3']"
110960,31,"nan, nan","CAVITATION OF THE BASAL GANGLIA, CAVITATION OF THE BASAL GANGLIA","CAVITATION OF THE BASAL GANGLIA, CAVITATION OF THE BASAL GANGLIA"
66331,31,"nan, nan, nan","ANARTHRIA|JUMBLED SPEECH|LOSS OF ARTICULATE SPEECH, LOSS OF ARTICULATE SPEECH|ANARTHRIA, ANARTHRIA","['ANARTHRIA', 'JUMBLED SPEECH', 'LOSS OF ARTICULATE SPEECH'], ['LOSS OF ARTICULATE SPEECH', 'ANARTHRIA'], ANARTHRIA"
45109,31,"nan, nan, nan, nan, nan","INABILITY TO SPEAK|MUTENESS|MUTISM, MUTISM, MUTISM, APHASIA, KUSSMAUL|APHASIA, KUSSMAUL'S|CONVERSION MUTISM|CONVERSION MUTISMS|ELECTIVE MUTISM|ELECTIVE MUTISMS|KUSSMAUL APHASIA|KUSSMAUL'S APHASIA|KUSSMAULS APHASIA|MUTISM, CONVERSION|MUTISM, ELECTIVE|MUTISM, ORGANIC|MUTISM, SELECTIVE|MUTISM, VOLUNTARY|MUTISMS|MUTISMS, CONVERSION|MUTISMS, ELECTIVE|MUTISMS, ORGANIC|MUTISMS, VOLUNTARY|ORGANIC MUTISM|ORGANIC MUTISMS|SELECTIVE MUTISM|VOLUNTARY MUTISM|VOLUNTARY MUTISMS|MUTISM, MUTISM|INABILITY TO SPEAK|MUTENESS|MUTISM (DISEASE)|MUTISMS","['INABILITY TO SPEAK', 'MUTENESS', 'MUTISM'], MUTISM, MUTISM, ['APHASIA, KUSSMAUL', ""APHASIA, KUSSMAUL'S"", 'CONVERSION MUTISM', 'CONVERSION MUTISMS', 'ELECTIVE MUTISM', 'ELECTIVE MUTISMS', 'KUSSMAUL APHASIA', ""KUSSMAUL'S APHASIA"", 'KUSSMAULS APHASIA', 'MUTISM, CONVERSION', 'MUTISM, ELECTIVE', 'MUTISM, ORGANIC', 'MUTISM, SELECTIVE', 'MUTISM, VOLUNTARY', 'MUTISMS', 'MUTISMS, CONVERSION', 'MUTISMS, ELECTIVE', 'MUTISMS, ORGANIC', 'MUTISMS, VOLUNTARY', 'ORGANIC MUTISM', 'ORGANIC MUTISMS', 'SELECTIVE MUTISM', 'VOLUNTARY MUTISM', 'VOLUNTARY MUTISMS', 'MUTISM'], ['MUTISM', 'INABILITY TO SPEAK', 'MUTENESS', 'MUTISM (DISEASE)', 'MUTISMS']"
169933,31,"nan, nan, nan, nan","DISINHIBITION|DISINHIBITED, DISINHIBITION, DISINHIBITION, DISINHIBITION|DISINHIBITED|LACK OF RESTRAINT IN SOCIAL SETTINGS|SOCIAL DISINHIBITION","['DISINHIBITION', 'DISINHIBITED'], ['DISINHIBITION'], DISINHIBITION, ['DISINHIBITION', 'DISINHIBITED', 'LACK OF RESTRAINT IN SOCIAL SETTINGS', 'SOCIAL DISINHIBITION']"
94864,31,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","EMOTIONAL INSTABILITY|EMOTIONAL LABILITY, MOOD SWINGS, MOOD LABILITY|EMOTIONAL LABILITY|MOOD SWING, EMOTIONAL LABILITY, EMOTIONAL LABILITY, MOOD CHANGES, MOOD SWINGS, LABILE MOOD, EMOTIONAL INSTABILITY, MOOD LABILITY, MOOD ALTERATIONS|MOODY|MOOD CHANGES, MOOD SWINGS|CHANGEABLE MOOD|EMOTIONAL INSTABILITY|EMOTIONAL LABILITY|EMOTIONALLY LABILE|LABILE IN MOOD|LABILE MOOD|MOOD CHANGES|MOOD LABILITY|MOOD SWING|UNSTABLE MOOD|VARIABLE MOOD","['EMOTIONAL INSTABILITY', 'EMOTIONAL LABILITY'], ['MOOD SWINGS'], ['MOOD LABILITY', 'EMOTIONAL LABILITY', 'MOOD SWING'], EMOTIONAL LABILITY, EMOTIONAL LABILITY, MOOD CHANGES, MOOD SWINGS, LABILE MOOD, EMOTIONAL INSTABILITY, MOOD LABILITY, ['MOOD ALTERATIONS', 'MOODY', 'MOOD CHANGES'], ['MOOD SWINGS', 'CHANGEABLE MOOD', 'EMOTIONAL INSTABILITY', 'EMOTIONAL LABILITY', 'EMOTIONALLY LABILE', 'LABILE IN MOOD', 'LABILE MOOD', 'MOOD CHANGES', 'MOOD LABILITY', 'MOOD SWING', 'UNSTABLE MOOD', 'VARIABLE MOOD']"
103628,31,"nan, nan, nan","DECREASED SERUM FERRITIN|DECREASED PLASMA FERRITIN|LOW FERRITIN LEVEL|REDUCED SERUM FERRITIN, DECREASED PLASMA FERRITIN|DECREASED SERUM FERRITIN|LOW FERRITIN LEVEL|REDUCED SERUM FERRITIN, DECREASED SERUM FERRITIN","['DECREASED SERUM FERRITIN', 'DECREASED PLASMA FERRITIN', 'LOW FERRITIN LEVEL', 'REDUCED SERUM FERRITIN'], ['DECREASED PLASMA FERRITIN', 'DECREASED SERUM FERRITIN', 'LOW FERRITIN LEVEL', 'REDUCED SERUM FERRITIN'], DECREASED SERUM FERRITIN"
191335,31,"nan, nan, nan","MICROGRAPHIA, MICROGRAPHIA, MICROGRAPHIA","MICROGRAPHIA, MICROGRAPHIA, MICROGRAPHIA"
128161,31,"nan, nan","SUBCORTICAL DEMENTIA, SUBCORTICAL DEMENTIA","SUBCORTICAL DEMENTIA, SUBCORTICAL DEMENTIA"
33713,31,"nan, nan, nan, nan, nan","DISORDER, IRON METABOLISM|DISORDERS, IRON METABOLISM|IRON METABOLISM DISORDER|METABOLISM DISORDER, IRON|METABOLISM DISORDERS, IRON|IRON METABOLISM DISORDERS, DISORDER OF IRON METABOLISM|IRON DISORDER|IRON METABOLISM DISEASE, DISORDERS OF IRON METABOLISM, DISORDER OF IRON METABOLISM, UNSPECIFIED, IRON METABOLISM DISEASE|DISORDER OF IRON METABOLISM|DISORDER, IRON METABOLISM|DISORDERS, IRON METABOLISM|IRON DISORDER|IRON METABOLISM DISORDER|IRON METABOLISM DISORDERS|METABOLISM DISORDER, IRON|METABOLISM DISORDERS, IRON","['DISORDER, IRON METABOLISM', 'DISORDERS, IRON METABOLISM', 'IRON METABOLISM DISORDER', 'METABOLISM DISORDER, IRON', 'METABOLISM DISORDERS, IRON', 'IRON METABOLISM DISORDERS'], ['DISORDER OF IRON METABOLISM', 'IRON DISORDER', 'IRON METABOLISM DISEASE'], DISORDERS OF IRON METABOLISM, DISORDER OF IRON METABOLISM, UNSPECIFIED, ['IRON METABOLISM DISEASE', 'DISORDER OF IRON METABOLISM', 'DISORDER, IRON METABOLISM', 'DISORDERS, IRON METABOLISM', 'IRON DISORDER', 'IRON METABOLISM DISORDER', 'IRON METABOLISM DISORDERS', 'METABOLISM DISORDER, IRON', 'METABOLISM DISORDERS, IRON']"
34398,31,"nan, nan, nan, nan","NEUROAXONAL DYSTROPHY|AXONAL DYSTROPHY|DYSTROPHY, NEUROAXONAL|NAD|NBIA2A|NEUROAXONAL DYSTROPHIES, NEUROAXONAL DYSTROPHY, NEUROAXONAL DYSTROPHY, ADULT NEUROAXONAL DYSTROPHY|DISEASE, SEITELBERGER|DISEASE, SEITELBERGER'S|DYSTROPHY, ADULT NEUROAXONAL|DYSTROPHY, INFANTILE NEUROAXONAL|DYSTROPHY, JUVENILE NEUROAXONAL|DYSTROPHY, NEUROAXONAL|INFANTILE NEUROAXONAL DYSTROPHY|JUVENILE NEUROAXONAL DYSTROPHY|LATE INFANTILE NEUROAXONAL DYSTROPHY|NBIA, PLA2G6 RELATED|NBIA, PLA2G6-RELATED|NBIA2A|NEUROAXONAL DYSTROPHY|NEUROAXONAL DYSTROPHY, ADULT|NEUROAXONAL DYSTROPHY, INFANTILE|NEUROAXONAL DYSTROPHY, JUVENILE|NEUROAXONAL DYSTROPHY, LATE INFANTILE|NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 2A|NEURODEGENERATION, PLA2G6 ASSOCIATED|NEURODEGENERATION, PLA2G6-ASSOCIATED|PLA2G6-ASSOCIATED NEURODEGENERATION|PLA2G6-RELATED NBIA|SEITELBERGER DISEASE|SEITELBERGER'S DISEASE|SEITELBERGERS DISEASE|NEUROAXONAL DYSTROPHIES","['NEUROAXONAL DYSTROPHY', 'AXONAL DYSTROPHY', 'DYSTROPHY, NEUROAXONAL', 'NAD', 'NBIA2A', 'NEUROAXONAL DYSTROPHIES'], NEUROAXONAL DYSTROPHY, NEUROAXONAL DYSTROPHY, ['ADULT NEUROAXONAL DYSTROPHY', 'DISEASE, SEITELBERGER', ""DISEASE, SEITELBERGER'S"", 'DYSTROPHY, ADULT NEUROAXONAL', 'DYSTROPHY, INFANTILE NEUROAXONAL', 'DYSTROPHY, JUVENILE NEUROAXONAL', 'DYSTROPHY, NEUROAXONAL', 'INFANTILE NEUROAXONAL DYSTROPHY', 'JUVENILE NEUROAXONAL DYSTROPHY', 'LATE INFANTILE NEUROAXONAL DYSTROPHY', 'NBIA, PLA2G6 RELATED', 'NBIA, PLA2G6-RELATED', 'NBIA2A', 'NEUROAXONAL DYSTROPHY', 'NEUROAXONAL DYSTROPHY, ADULT', 'NEUROAXONAL DYSTROPHY, INFANTILE', 'NEUROAXONAL DYSTROPHY, JUVENILE', 'NEUROAXONAL DYSTROPHY, LATE INFANTILE', 'NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 2A', 'NEURODEGENERATION, PLA2G6 ASSOCIATED', 'NEURODEGENERATION, PLA2G6-ASSOCIATED', 'PLA2G6-ASSOCIATED NEURODEGENERATION', 'PLA2G6-RELATED NBIA', 'SEITELBERGER DISEASE', ""SEITELBERGER'S DISEASE"", 'SEITELBERGERS DISEASE', 'NEUROAXONAL DYSTROPHIES']"
973016,31,"nan, nan","OROFACIAL DYSTONIA, OROFACIAL DYSTONIA","OROFACIAL DYSTONIA, OROFACIAL DYSTONIA"
185786,31,"nan, nan, nan, nan, nan, nan, nan, nan, nan","DYSPHONIA, HYPERKINETIC|DYSPHONIA, ORGANIC TREMOR|DYSPHONIA, SPASTIC|HYPERKINETIC DYSPHONIA|NEUROLOGIC ADDUCTER SPASTIC DYSPHONIA|ORGANIC TREMOR DYSPHONIA|PHONATION DISORDER|PHONATION DISORDERS|SPASTIC DYSPHONIA|SPASTIC DYSPHONIA, NEUROLOGIC ADDUCTER|DYSPHONIA, SPASMODIC DYSPHONIA|LARYNGEAL DYSTONIA, HOARSENESS|DYSPHONIA, DYSPHONIA|INABILITY TO PRODUCE VOICE SOUNDS|PHONATION DISORDER|PHONATION DISORDERS, DYSPHONIA, LARYNGEAL DYSTONIA, DYSPHONIA, LARYNGEAL DYSTONIA|LARYNGEAL DYSKINESIA|SPASMODIC DYSPHONIA|SPASMODIC DYSTONIA|SPASTIC DYSPHONIA, INABILITY TO PRODUCE VOICE SOUNDS|DYSPHONIA","['DYSPHONIA, HYPERKINETIC', 'DYSPHONIA, ORGANIC TREMOR', 'DYSPHONIA, SPASTIC', 'HYPERKINETIC DYSPHONIA', 'NEUROLOGIC ADDUCTER SPASTIC DYSPHONIA', 'ORGANIC TREMOR DYSPHONIA', 'PHONATION DISORDER', 'PHONATION DISORDERS', 'SPASTIC DYSPHONIA', 'SPASTIC DYSPHONIA, NEUROLOGIC ADDUCTER', 'DYSPHONIA'], ['SPASMODIC DYSPHONIA', 'LARYNGEAL DYSTONIA'], ['HOARSENESS', 'DYSPHONIA'], ['DYSPHONIA', 'INABILITY TO PRODUCE VOICE SOUNDS', 'PHONATION DISORDER', 'PHONATION DISORDERS'], DYSPHONIA, LARYNGEAL DYSTONIA, DYSPHONIA, ['LARYNGEAL DYSTONIA', 'LARYNGEAL DYSKINESIA', 'SPASMODIC DYSPHONIA', 'SPASMODIC DYSTONIA', 'SPASTIC DYSPHONIA'], ['INABILITY TO PRODUCE VOICE SOUNDS', 'DYSPHONIA']"
993326,31,"nan, nan","TREMOR OF PALATE|PALATAL TREMOR, PALATAL TREMOR","['TREMOR OF PALATE', 'PALATAL TREMOR'], PALATAL TREMOR"
940855,31,"nan, nan","MRI IMAGING SHOWS CAVITATION OF THE BASAL GANGLIA, MRI IMAGING SHOWS CAVITATION OF THE BASAL GANGLIA","MRI IMAGING SHOWS CAVITATION OF THE BASAL GANGLIA, MRI IMAGING SHOWS CAVITATION OF THE BASAL GANGLIA"
940887,31,"nan, nan","BRAIN TISSUE SHOWS CAVITATION OF THE BASAL GANGLIA, BRAIN TISSUE SHOWS CAVITATION OF THE BASAL GANGLIA","BRAIN TISSUE SHOWS CAVITATION OF THE BASAL GANGLIA, BRAIN TISSUE SHOWS CAVITATION OF THE BASAL GANGLIA"
940800,31,"nan, nan","BRAIN TISSUE SHOWS ABNORMAL SPHERICAL AGGREGATES OF IRON AND FERRITIN IN THE BASAL GANGLIA, FOREBRAIN, AND CEREBELLUM, BRAIN TISSUE SHOWS ABNORMAL SPHERICAL AGGREGATES OF IRON AND FERRITIN IN THE BASAL GANGLIA, FOREBRAIN, AND CEREBELLUM","BRAIN TISSUE SHOWS ABNORMAL SPHERICAL AGGREGATES OF IRON AND FERRITIN IN THE BASAL GANGLIA, FOREBRAIN, AND CEREBELLUM, BRAIN TISSUE SHOWS ABNORMAL SPHERICAL AGGREGATES OF IRON AND FERRITIN IN THE BASAL GANGLIA, FOREBRAIN, AND CEREBELLUM"
828333,31,"nan, nan","CAUSED BY MUTATION IN THE FERRITIN LIGHT-CHAIN GENE (FTL, 134790.0010), CAUSED BY MUTATION IN THE FERRITIN LIGHT-CHAIN GENE (FTL, 134790.0010)","CAUSED BY MUTATION IN THE FERRITIN LIGHT-CHAIN GENE (FTL, 134790.0010), CAUSED BY MUTATION IN THE FERRITIN LIGHT-CHAIN GENE (FTL, 134790.0010)"
979916,31,"nan, nan","OROMANDIBULAR DYSKINESIA, OROMANDIBULAR DYSKINESIA","OROMANDIBULAR DYSKINESIA, OROMANDIBULAR DYSKINESIA"
950392,31,"nan, nan","INVOLUNTARY MOVEMENTS, ASYMMETRIC, INVOLUNTARY MOVEMENTS, ASYMMETRIC","INVOLUNTARY MOVEMENTS, ASYMMETRIC, INVOLUNTARY MOVEMENTS, ASYMMETRIC"
950354,31,"nan, nan","GAIT DISABILITY, GAIT DISABILITY","GAIT DISABILITY, GAIT DISABILITY"
950546,31,"nan, nan","SPASTICITY (LESS COMMON), SPASTICITY (LESS COMMON)","SPASTICITY (LESS COMMON), SPASTICITY (LESS COMMON)"
828281,31,"nan, nan","COGNITIVE DEFECTS DEVELOP LATER IN THE DISEASE, COGNITIVE DEFECTS DEVELOP LATER IN THE DISEASE","COGNITIVE DEFECTS DEVELOP LATER IN THE DISEASE, COGNITIVE DEFECTS DEVELOP LATER IN THE DISEASE"
828259,31,"nan, nan","FRONTOTEMPORAL/SUBCORTICAL DEMENTIA, FRONTOTEMPORAL/SUBCORTICAL DEMENTIA","FRONTOTEMPORAL/SUBCORTICAL DEMENTIA, FRONTOTEMPORAL/SUBCORTICAL DEMENTIA"
828439,31,"nan, nan","AUTONOMIC FEATURES MAY OCCUR, AUTONOMIC FEATURES MAY OCCUR","AUTONOMIC FEATURES MAY OCCUR, AUTONOMIC FEATURES MAY OCCUR"
828409,31,"nan, nan","NEUROAXONAL SPHEROIDS, NEUROAXONAL SPHEROIDS","NEUROAXONAL SPHEROIDS, NEUROAXONAL SPHEROIDS"
828391,31,"nan, nan","OROLINGUAL DYSKINESIA, OROLINGUAL DYSKINESIA","OROLINGUAL DYSKINESIA, OROLINGUAL DYSKINESIA"
828363,31,"nan, nan","PHARYNGEAL DYSTONIA, PHARYNGEAL DYSTONIA","PHARYNGEAL DYSTONIA, PHARYNGEAL DYSTONIA"
828066,31,"nan, nan","ONSET 13 TO 63 YEARS OF AGE, ONSET 13 TO 63 YEARS OF AGE","ONSET 13 TO 63 YEARS OF AGE, ONSET 13 TO 63 YEARS OF AGE"
28744,31,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","BLEPHAROSPASM, EYELID TWITCHING, BLEPHAROSPASM, BLEPHAROSPASM|BLEPHAROSPASM (SPASM OF EYELID)|BLEPHAROSPASMS|EYELID TWITCHING|SPASM OF EYELIDS, BLEPHAROSPASM, BLEPHAROSPASMS|BLEPHAROSPASM, BLEPHAROSPASM, BLEPHAROSPASM, BENIGN ESSENTIAL, SUSCEPTIBILITY TO, EYELID DISORDERS, BLEPHAROSPASM|BEB|BENIGN ESSENTIAL BLEPHAROSPASM|BLEPHAROSPASM, BENIGN ESSENTIAL, SUSCEPTIBILITY TO|EYELID SPASM|EYELID TWITCHING|INVOLUNTARY CLOSURE OF EYELID|SPONTANEOUS CLOSURE OF EYELID, ATTENTION DEFICIT-HYPERACTIVITY DISORDER, SUSCEPTIBILITY TO|BLEPHAROSPASM, BENIGN ESSENTIAL, SUSCEPTIBILITY TO|DOPAMINE RECEPTOR D1B|DRD1B|DRD5|DOPAMINE RECEPTOR D5, EYELID SPASM|EYELID TWITCHING|INVOLUNTARY CLOSURE OF EYELID|SPONTANEOUS CLOSURE OF EYELID|BLEPHAROSPASM, BLEPHAROSPASM","BLEPHAROSPASM, EYELID TWITCHING, BLEPHAROSPASM, ['BLEPHAROSPASM', 'BLEPHAROSPASM (SPASM OF EYELID)', 'BLEPHAROSPASMS', 'EYELID TWITCHING', 'SPASM OF EYELIDS'], BLEPHAROSPASM, ['BLEPHAROSPASMS', 'BLEPHAROSPASM'], BLEPHAROSPASM, BLEPHAROSPASM, BENIGN ESSENTIAL, SUSCEPTIBILITY TO, EYELID DISORDERS, ['BLEPHAROSPASM', 'BEB', 'BENIGN ESSENTIAL BLEPHAROSPASM', 'BLEPHAROSPASM, BENIGN ESSENTIAL, SUSCEPTIBILITY TO', 'EYELID SPASM', 'EYELID TWITCHING', 'INVOLUNTARY CLOSURE OF EYELID', 'SPONTANEOUS CLOSURE OF EYELID'], ['ATTENTION DEFICIT-HYPERACTIVITY DISORDER, SUSCEPTIBILITY TO', 'BLEPHAROSPASM, BENIGN ESSENTIAL, SUSCEPTIBILITY TO', 'DOPAMINE RECEPTOR D1B', 'DRD1B', 'DRD5', 'DOPAMINE RECEPTOR D5'], ['EYELID SPASM', 'EYELID TWITCHING', 'INVOLUNTARY CLOSURE OF EYELID', 'SPONTANEOUS CLOSURE OF EYELID', 'BLEPHAROSPASM'], BLEPHAROSPASM"
9751,32,Lambert Eaton myasthenic syndrome,,
131098,32,,DRY EYES|KERATITIS SICCA|XEROPHTHALMIA|DRY EYE SYNDROME|KERATOCONJUNCTIVITIS SICCA,"['DRY EYES', 'KERATITIS SICCA', 'XEROPHTHALMIA', 'DRY EYE SYNDROME', 'KERATOCONJUNCTIVITIS SICCA']"
162646,32,,OAT CELL CARCINOMA OF LUNG|OAT CELL LUNG CANCER|SMALL CELL LUNG CANCER|SMALL CELL LUNG CARCINOMA,"['OAT CELL CARCINOMA OF LUNG', 'OAT CELL LUNG CANCER', 'SMALL CELL LUNG CANCER', 'SMALL CELL LUNG CARCINOMA']"
